code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,首次涨停时间,最终涨停时间,最终涨停时间,涨停封单量,涨停封单额,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
000798,中水渔业,13.72,10.024057739,涨停,4.500789,活跃,58.2613,偏高,预制菜;参股保险;国企改革;央企国企改革;人工智能;中字头股票,农林牧渔-养殖业-海洋捕捞,5天5板,6,2,True,5019272800.0,小盘,-52926366.0,15.444671,活跃,4.364694, 09:25:00, 09:30:15, 14:18:24, 10:09:33,6106594,83782469.68,2,良好,12.147336459476968,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
002474,榕基软件,11.32,10.009718173,涨停,2.380537,活跃,-134.0377,亏损,Web3.0;云办公;华为鲲鹏;智慧政务;在线教育;军工信息化;数据安全;信创;网络安全;区块链;数据要素;鸿蒙概念;数字经济;安防;智慧城市;福建自贸区;海峡两岸;人工智能;核污染防治;虚拟现实;华为概念;物联网;电力物联网;物业管理;智能电网;融资融券,计算机-IT服务-IT服务Ⅲ,4天4板,25,5,True,6008270500.0,小盘,134178641.0,22.351353,激烈,7.529411, 09:30:27, 09:37:30, 09:30:27, 09:37:30,21304348,241165219.36,0,极好,17.08437278368737,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
002213,大为股份,36.64,9.996997899,涨停,0.586027,极低,-716.4772,亏损,存储芯片;汽车芯片;WiFi 6;小金属概念;芯片概念;信创;硅能源;PCB概念;消费电子概念;无人驾驶;创投;粤港澳大湾区;比亚迪概念;锂电池概念;新能源汽车,电子-半导体-数字芯片设计,3天3板,15,1,True,7573244100.0,小盘,36968551.0,20.876179,激烈,9.371594, 09:48:33, 09:38:15, 09:50:33, 09:38:15,2451600,89826624.0,2,良好,9.509796075998791,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
002877,智能自控,12,9.990834097,涨停,2.297644,活跃,156.2144,严重高估,人工智能;工业互联网;新型工业化;专精特新,机械设备-通用设备-金属制品,3天3板,4,1,True,2886175800.0,微盘,354401.0,4.954597,温和,11.086474, 14:50:45, 09:43:48, 15:00:00, 09:43:48,630950,7571400.0,4,一般,8.82582059,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
002836,新宏泽,16.08,9.986320109,涨停,2.407628,活跃,60.5121,过高,烟草,轻工制造-包装印刷-包装,3天2板,1,0,False,3704832000.0,小盘,18924139.0,8.809074,温和,12.01248, 14:35:12, 10:01:34, 14:35:12, 13:47:14,4217432,67816306.56,0,极好,9.258261513396759,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
601566,九牧王,18.41,9.976105137,涨停,0.728803,极低,21.1472,合理,网红经济;福建自贸区;IP经济(谷子经济);海峡两岸;2025中报预增;融资融券;沪股通,纺织服饰-服装家纺-服装,7天7板,5,2,True,10579069900.0,中盘,-180547281.0,3.462832,温和,0.0, 09:30:25, 09:30:00, 14:43:34, 09:30:00,1998200,36786862.0,8,较差,5.6491171634152915,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
000547,航天发展,13.78,9.976057462,涨停,4.776782,活跃,-27.9341,亏损,海峡两岸;军工信息化;福建自贸区;军民融合;智慧政务;华为欧拉;华为鲲鹏;网络安全;多模态AI;商业航天;元宇宙;安防;数据安全;卫星导航;信创;数字经济;军工;乡村振兴;人工智能;虚拟现实;DeepSeek概念;无人机;央企国企改革;MR(混合现实);低空经济;国企改革;东数西算(算力);华为概念;5G;海工装备;芯片概念;风电;深股通;融资融券,国防军工-军工电子-军工电子Ⅲ,5天5板,32,6,True,21887473000.0,中盘,-669888210.0,25.7585,激烈,5.217391, 09:25:00, 09:30:45, 14:52:09, 13:02:19,22373818,308311212.04,10,较差,15.16483124841529,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
600319,亚星化学,10.42,-3.249767874,涨停,0.181191,极低,-19.7798,亏损,钒电池;国企改革;储能,基础化工-化学原料-氯碱,3天2板,3,1,True,4039931800.0,小盘,-181348056.0,0.321787,低迷,0.0, 09:25:01, 09:30:00, 09:36:04, 09:30:00,,,2,良好,2.62847289,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
000546,金圆股份,7.2,-5.263157895,涨停,1.450196,正常,-39.57,亏损,盐湖提锂;金属镍;小金属概念;金属铜;动力电池回收;医疗废物处理;垃圾分类;锂电池概念;固废处理;金属回收,环保-环境治理-固废治理,4天3板,10,0,False,5016277500.0,小盘,-132731172.0,7.986409,温和,3.821656, 09:25:00, 09:30:15, 10:25:30, 09:30:15,,,3,一般,6.89765798,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
600756,浪潮软件,22.5,-5.581200168,涨停,0.242605,极低,-26.9108,亏损,DRG/DIP;在线教育;财税数字化;智慧政务;AIGC概念;国资云;AI智能体;信创;云计算;数字孪生;DeepSeek概念;人工智能;工业互联网;同花顺新质50;国企改革;沪股通;融资融券;回购增持再贷款概念,计算机-IT服务-IT服务Ⅲ,4天3板,15,4,True,7292221900.0,小盘,-515707550.0,2.59232,低迷,0.0, 09:31:10, 09:30:00, 09:31:10, 09:30:00,,,1,良好,7.16617165,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
600280,中央商场,3.9,-9.512761021,涨停,3.663457,活跃,-61.9617,亏损,物业管理,商贸零售-零售-百货零售,3天2板,1,0,False,4400505700.0,小盘,-149689237.0,9.476797,温和,12.921348, 09:25:01, 14:38:23, 09:25:01, 14:39:03,,,1,良好,8.98489534,D,49.0,20.0,43.659834035527375,"人工智能, 国企改革, 信创, 智慧政务, 福建自贸区",20251118,False
