code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
000566,海南海药,10,1.435684,18.762,医药生物-化学制药-化学制剂,海南自贸区;民营医院;肝炎概念;流感;仿制药一致性评价;猴痘概念;创新药;创投;医疗器械概念;参股银行;医美概念;国企改革;央企国企改革;深股通;融资融券,15,256573539.0,13.58921,9233886300.0
000632,三木集团,5.077574048,0.074073,49.678,综合-综合-综合Ⅲ,特色小镇;海峡两岸;福建自贸区;物业管理;旅游概念;露营经济;跨境电商;国企改革;创投,9,138297465.0,10.1851825,3467838000.0
000572,海马汽车,1.449275362,0.719841,25.682,汽车-汽车整车-乘用车,海南自贸区;自由贸易港;网约车;充电桩;参股银行;乡村振兴;碳中和;绿色电力;氢能源;燃料电池;百度概念;人民币贬值受益;新能源汽车;车联网(车路协同);无人驾驶;融资融券;深股通,17,-37048370.0,12.540569900000001,17243657000.0
000753,漳州发展,1.393728223,0.909948,8.222,综合-综合-综合Ⅲ,海峡两岸;地下管网;装配式建筑;垃圾分类;新型城镇化;PPP概念;水利;污水处理;乡村振兴;绿色电力;跨境电商;充电桩;国企改革;创投;风电;智慧城市;光伏概念;数字经济;海工装备;低空经济;智慧政务;新能源汽车;DeepSeek概念,23,-30966015.9,8.375523651333332,8655629700.0
000036,华联控股,-0.217864924,0.989734,7.32,房地产-房地产-住宅开发,物业管理;碳中和;深股通;融资融券,4,-28641600.0,7.927167000000001,6417271500.0
000407,胜利股份,-0.995024876,1.27746,33.311,公用事业-燃气-燃气Ⅲ,新型城镇化;地下管网;天然气;俄乌冲突概念;页岩气;合成生物,6,-160968980.0,16.4130296,5228419800.0
002961,瑞达期货,-2.601908066,1.270611,3.86,非银金融-多元金融-多元金融Ⅲ,期货概念;海峡两岸;互联网金融;福建自贸区;2025中报预增;深股通,6,-23431089.0,6.218482613333332,9995470200.0
600506,统一股份,-4.33447099,0.733455,21.686,石油石化-石油加工贸易-石油加工,土地流转;高铁;汽车热管理;碳中和;燃料电池;新疆振兴;农机;充电桩;无人机;高压快充;乡村振兴;风电;国企改革;西部大开发;新能源汽车;绿色电力;央企国企改革;储能;机器人概念;数据中心;液冷服务器;人工智能;芯片概念;股权转让(并购重组),24,-19404717.0,12.22173184,4140223700.0
002451,摩恩电气,-4.381443299,0.571852,22.882,电力设备-电网设备-线缆部件及其他,物业管理;化债概念(AMC概念);智能电网;高铁;充电桩;储能;光伏概念;创投;风电;海工装备;智慧城市;上海自贸区;高端装备;机器人概念;5G;融资融券,16,10060842.1,11.42963,4887728400.0
000586,汇源通信,-5.7706355,2.506136,11.423,通信-通信设备-通信线缆及配套,智能电网;5G;特高压;光纤概念;专精特新;西部大开发,6,12470782.6,12.615333333333332,2495376000.0
600556,天下秀,-6.344410876,0.92468,12.213,传媒-文化传媒-广告营销,小红书概念;文化传媒概念;NFT概念;IP经济(谷子经济);知识产权保护;Web3.0;在线教育;网红经济;虚拟数字人;AIGC概念;职业教育;抖音概念(字节概念);腾讯概念;数据要素;元宇宙;区块链;AI智能体;多模态AI;阿里巴巴概念;人工智能;华为概念;MR(混合现实);西部大开发;融资融券;沪股通,25,-236755087.0,15.18880174,11208035400.0
688622,禾信仪器,-7.433645036,3.888934,6.905,机械设备-通用设备-仪器仪表,PM2.5;量子科技;粤港澳大湾区;医疗器械概念;专精特新;碳中和;食品安全;沪股通;融资融券,9,-45357444.0,10.510482213333333,6905621100.0
600376,首开股份,-8.256880734,1.98387,12.893,房地产-房地产-住宅开发,租售同权;养老概念;体育产业;物业管理;雄安新区;京津冀一体化;冰雪产业;国企改革;证金持股;融资融券;沪股通,11,-44628205.0,14.447572433333335,15477391000.0
600693,东百集团,-8.438818565,0.929695,17.251,商贸零售-零售-百货零售,免税店;海峡两岸;福建自贸区;物业管理;旅游概念;统一大市场;冷链物流;跨境电商;数字经济;阿里巴巴概念;沪股通,11,-9366927.0,12.511576040000001,7542510100.0
002083,孚日股份,-8.831400535,1.91833,23.396,纺织服饰-纺织制造-棉纺,氟化工概念;托育服务;三胎概念;硅能源;中俄贸易概念;国企改革;锂电池概念;创投;一带一路;回购增持再贷款概念;高铁;人民币贬值受益;海工装备;军民融合;新能源汽车;军工,16,-106299895.0,16.921822900000002,9671446700.0
605365,立达信,-9.271168274,0.771067,3.618,电子-光学光电子-LED,鸿蒙概念;海峡两岸;跨境电商;人工智能;物联网;安防;华为概念;智能物流;家用电器;智能家居;一带一路;福建自贸区;新型工业化;机器人概念;人民币贬值受益;传感器;毫米波雷达;沪股通,18,-61383167.0,5.56733084,8499078000.0
000797,中国武夷,-9.382716049,1.215755,18.33,房地产-房地产-住宅开发,海峡两岸;福建自贸区;物业管理;土地流转;装配式建筑;跨境电商;京津冀一体化;国企改革;一带一路;深股通,10,-98439941.0,15.00818632,5764001000.0
600408,安泰集团,-9.625668449,0.704768,23.755,煤炭-煤炭开采加工-焦炭加工,煤炭概念;煤化工概念;碳中和;氢能源,4,4191191.0,11.76192,5104476000.0
603366,日出东方,-9.930915371,1.79551,13.396,家用电器-厨卫电器-厨卫电器Ⅲ,区块链;蚂蚁集团概念;建筑节能;创投;智能家居;空气能热泵;华为概念;参股银行;家用电器;充电桩;特斯拉概念;光伏概念;储能;融资融券;沪股通,15,-92923359.0,15.277908846666666,8480091700.0
600403,大有能源,-9.967497291,0.734006,4.636,煤炭-煤炭开采加工-煤炭开采,煤炭概念;国企改革;沪股通;融资融券,4,-49134824.0,5.908378146666667,19867651000.0
600829,人民同泰,-9.968652038,1.322219,9.618,医药生物-医药商业-医药流通,民营医院;流感;冷链物流;医药电商;眼科医疗;黑龙江自贸区;宠物经济;医疗器械概念,8,-57114175.0,10.859831,8327200300.0
002682,龙洲股份,-10.056657224,4.487468,26.887,交通运输-物流-物流Ⅲ,海峡两岸;网约车;职业教育;智慧城市;ETC;垃圾分类;人工智能;水利;污水处理;冷链物流;乡村振兴;农村电商;统一大市场;车联网(车路协同);新疆振兴;航运概念;卫星导航;充电桩;一带一路;天然气;机器人概念;国企改革;军工;商业航天;新能源汽车;储能;燃料电池;氢能源;宁德时代概念,29,-88317967.0,16.76635934,3570987200.0
