code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
600337,美克家居,-10.070257611241212,3.187,5.327,轻工制造-家居用品-成品家居,新疆振兴;跨境电商;C2M概念;智能物流;数字经济;智能家居;人工智能;工业互联网;AIGC概念;华为概念;AI智能体;融资融券;铜缆高速连接,13,-108257374.0,10.716480813333334,5518072800.0
