code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
002763,汇洁股份,-9.942196531791911,1.832,10.205,纺织服饰-服装家纺-服装,跨境电商,1,-67429762.9,12.731928591333334,2365037800.0
002752,昇兴股份,-9.962168978562422,0.271,2.258,轻工制造-包装印刷-包装,福建自贸区;海峡两岸;IP经济(谷子经济);储能;抖音概念(字节概念);新能源汽车;深股通,7,-47871066.5,3.140254663333333,6974126900.0
600865,百大集团,-9.999999999999991,0.652,12.522,商贸零售-零售-百货零售,信托概念;物业管理;创投,3,17078940.0,9.978,6501432700.0
000917,电广传媒,-10.000000000000002,2.243,14.669,传媒-文化传媒-广告营销,网络游戏;IP经济(谷子经济);文化传媒概念;露营经济;旅游概念;创投;智能家居;物联网;华为概念;国企改革;深股通;融资融券,12,-222660982.0,19.232552973333334,14670704000.0
600693,东百集团,-10.000000000000002,0.83,20.543,商贸零售-零售-百货零售,免税店;福建自贸区;海峡两岸;物业管理;冷链物流;旅游概念;统一大市场;跨境电商;IP经济(谷子经济);数字经济;阿里巴巴概念;沪股通,12,-4207498.0,12.159149959999999,15484739000.0
002228,合兴包装,-10.000000000000005,0.153,1.692,轻工制造-包装印刷-包装,福建自贸区;海峡两岸;数字水印;回购增持再贷款概念;小米概念;高股息精选,6,-52627644.0,2.5630528799999994,6203820400.0
002977,天箭科技,-10.002294104152343,0.172,2.841,国防军工-军工电子-军工电子Ⅲ,军工信息化;卫星导航;商业航天;军工;西部大开发;第三代半导体,6,-27651187.0,2.8770237400000003,2613509300.0
002361,神剑股份,-10.006901311249145,2.086,45.003,基础化工-塑料制品-合成树脂,商业航天;碳纤维;军民融合;卫星导航;军工;低空经济;无人机;高铁;污水处理;高端装备;石墨烯;国企改革;3D打印;深股通;股权转让(并购重组);融资融券,16,-1270910180.0,30.0,10550963700.0
002703,浙江世宝,-10.008237232289948,0.72,19.837,汽车-汽车零部件-底盘与发动机系统,小米汽车;长安汽车概念;无人驾驶;新能源汽车;比亚迪概念;共同富裕示范区;汽车电子;小米概念;深股通;融资融券,10,-353178477.0,18.86356954,12805150400.0
603696,安记食品,-10.012728044123884,0.87,15.787,食品饮料-食品加工制造-调味发酵品,海峡两岸;2025中报预增;互联网金融;融资融券,4,-39661879.0,12.96823758,4988592000.0
605122,四方新材,-10.013531799729355,0.599,2.809,建筑材料-建筑材料-水泥,装配式建筑;建筑节能;水泥概念;西部大开发,4,-19262072.0,3.7554081066666667,2292308200.0
002652,扬子新材,-10.082304526748976,0.467,4.662,建筑材料-建筑材料-其他建材,雄安新区;中芯国际概念,2,-33950878.0,4.95451756,2237719700.0
