code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
002213,大为股份,-9.989082969,0.955,26.867,电子-半导体-数字芯片设计,存储芯片;汽车芯片;WiFi 6;小金属概念;芯片概念;信创;硅能源;PCB概念;消费电子概念;无人驾驶;创投;粤港澳大湾区;比亚迪概念;锂电池概念;新能源汽车,15,-193026938.0,16.24803876,6816746500.0
600367,红星发展,-9.989082969,1.103,13.214,基础化工-化学原料-无机盐,钠离子电池;固态电池;锂电池概念;小金属概念;西部大开发;2025中报预增;国企改革;融资融券,8,-71647091.0,12.999775153333333,5309337800.0
002756,永兴材料,-9.99086758,0.488,4.221,有色金属-能源金属-锂,锂电池概念;特钢概念;军工;核电;互联网金融;融资融券;深股通,7,-100103766.0,6.036075319999999,19156646000.0
600410,华胜天成,-9.991039427,1.094,26.699,计算机-IT服务-IT服务Ⅲ,云计算;信创;网络安全;东数西算(算力);智慧政务;抖音概念(字节概念);AI智能体;AIGC概念;百度概念;阿里巴巴概念;腾讯概念;元宇宙;时空大数据;区块链;在线教育;数据要素;安防;数据中心;华为概念;无线耳机;人工智能;芯片概念;智慧城市;DeepSeek概念;军工;工业互联网;京津冀一体化;创投;一带一路;沪股通;融资融券,31,-761638110.0,27.735,22028578000.0
603059,倍加洁,-9.994239631,0.353,1.747,美容护理-美容护理-个护用品,三胎概念;参股银行;跨境电商;人民币贬值受益,4,-14785938.0,2.3428854266666668,3139021900.0
603822,嘉澳环保,-9.99448428,0.923,4.211,基础化工-化学制品-其他化学制品,碳中和;长三角一体化,2,-73266213.0,6.580157593333333,6268224000.0
601566,九牧王,-9.994568169,0.217,1.85,纺织服饰-服装家纺-服装,网红经济;福建自贸区;IP经济(谷子经济);海峡两岸;2025中报预增;融资融券;沪股通,7,-46408238.4,2.703998101333333,9521737600.0
002927,泰永长征,-9.994767138,0.779,9.632,电力设备-电网设备-输变电设备,西部大开发;高铁;商业航天;核电;数字经济;智能电网;光伏概念;虚拟电厂;工业互联网;充电桩;储能;高压快充;专精特新;数据中心;比亚迪概念;5G;PCB概念,17,2934347.0,8.368833333333333,3796690700.0
603978,深圳新星,-9.997135491,0.922,13.722,有色金属-金属新材料-其他金属新材料,氟化工概念;PVDF概念;锂电池概念;核电;储能;一体化压铸;回购增持再贷款概念;军工;芯片概念;融资融券,10,-5217210.0,11.5573442,6632582900.0
002738,中矿资源,-9.9971918,0.561,3.653,有色金属-小金属-其他小金属,小金属概念;金属铜;动力电池回收;锂电池概念;稀土永磁;金属回收;特斯拉概念;一带一路;融资融券;深股通,10,-208612994.0,8.010093213333334,45577773000.0
002466,天齐锂业,-9.998395121,0.725,6.396,有色金属-能源金属-锂,盐湖提锂;动力电池回收;固态电池;锂电池概念;化肥;同花顺漂亮100;深股通;融资融券;西部大开发;特斯拉概念;新能源汽车;证金持股,12,-777085590.0,21.0765,82763931000.0
002192,融捷股份,-9.998473515,0.183,3.201,有色金属-能源金属-锂,锂电池概念;回购增持再贷款概念;比亚迪概念;深股通;粤港澳大湾区;融资融券,6,-87645021.0,4.3444004199999995,15277729000.0
002731,萃华珠宝,-10,1.062,7.84,纺织服饰-服装家纺-饰品,黄金概念;三胎概念;IP经济(谷子经济);锂电池概念,4,-26929024.0,8.420247146666668,3286383100.0
002877,智能自控,-10,0.468,5.498,机械设备-通用设备-金属制品,人工智能;工业互联网;新型工业化;专精特新,4,-7148248.0,4.978298293333333,2597558200.0
600280,中央商场,-10,1.47,12.013,商贸零售-零售-百货零售,物业管理,1,-55717155.5,12.798009776666667,3960455100.0
002321,华英农业,-10,1.219,7.42,农林牧渔-养殖业-其他养殖,养鸡;预制菜;生态农业;农村电商;土地流转;乡村振兴;食品安全;区块链;深股通,9,-68024787.0,9.354662406666666,6882447200.0
603399,永杉锂业,-10,0.771,9.263,有色金属-能源金属-锂,小金属概念;锂电池概念;股权转让(并购重组);专精特新;融资融券,5,-75400976.0,9.610852853333334,5671057500.0
605178,时空科技,-10,0.283,4.899,建筑装饰-建筑装饰-装饰园林,网约车;智慧灯杆;智慧城市;空间计算;物联网;新型城镇化;存储芯片;数据要素;股权转让(并购重组),9,-55083491.0,5.075169819999999,6152868000.0
002741,光华科技,-10,0.927,12.059,电子-电子化学品-电子化学品Ⅲ,固态电池;钠离子电池;宁德时代概念;PET铜箔;动力电池回收;锂电池概念;比亚迪概念;富士康概念;氟化工概念;PCB概念;5G;芯片概念;先进封装;2025中报预增;消毒剂;融资融券;深股通,17,-154521480.0,13.447262933333334,9439575300.0
002240,盛新锂能,-10,0.075,1.195,有色金属-能源金属-锂,盐湖提锂;固态电池;小金属概念;锂电池概念;宁德时代概念;西部大开发;回购增持再贷款概念;比亚迪概念;深股通;融资融券,10,-163164688.0,4.247460426666667,31731756000.0
603396,金辰股份,-10,0.631,7.746,电力设备-光伏设备-光伏加工设备,TOPCON电池;HJT电池;钙钛矿电池;光伏概念;氢能源;一带一路;高端装备;专精特新;新型工业化;融资融券,10,-66800487.0,8.07750974,4712704800.0
000572,海马汽车,-10,0.615,17.038,汽车-汽车整车-乘用车,海南自贸区;自由贸易港;网约车;充电桩;参股银行;乡村振兴;碳中和;绿色电力;氢能源;燃料电池;百度概念;人民币贬值受益;新能源汽车;车联网(车路协同);无人驾驶;融资融券;深股通;中俄贸易概念,18,-256237685.0,16.6622537,15519291000.0
600593,大连圣亚,-10,0.911,11.453,社会服务-旅游及酒店-人工景点,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;参股银行;元宇宙;国企改革;股权转让(并购重组),9,-51519987.0,10.943233073333332,6097392000.0
000546,金圆股份,-10,0.147,1.883,环保-环境治理-固废治理,盐湖提锂;金属镍;小金属概念;金属铜;动力电池回收;医疗废物处理;垃圾分类;锂电池概念;固废处理;金属回收,10,-29798928.0,2.218811893333333,4514649700.0
002812,恩捷股份,-10.00161577,0.73,6.667,电力设备-电池-电池化学品,固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;烟草;比亚迪概念;储能;专精特新;人工智能;西部大开发;新能源汽车;消费电子概念;深股通;融资融券,14,-427080580.0,14.811278266666665,45820727000.0
001309,德明利,-10.001616423,0.778,7.99,电子-半导体-数字芯片设计,存储芯片;中芯国际概念;AI PC;共封装光学(CPO);芯片概念;智能穿戴;汽车电子;数据中心;专精特新;人民币贬值受益;粤港澳大湾区;人工智能;融资融券;深股通,14,-93080050.0,9.133267666666667,35963832000.0
000762,西藏矿业,-10.003247808,0.731,7.47,有色金属-能源金属-锂,盐湖提锂;金属镍;小金属概念;金属铜;化肥;锂电池概念;央企国企改革;西部大开发;国企改革;深股通;融资融券,11,-153242521.0,9.87235042,14431385000.0
002460,赣锋锂业,-10.004209345,0.861,7.956,有色金属-能源金属-锂,金属钴;盐湖提锂;小金属概念;固态电池;动力电池回收;锂电池概念;化肥;同花顺漂亮100;储能;燃料电池;光伏概念;无人机;特斯拉概念;低空经济;无线耳机;深股通;融资融券;新能源汽车;消费电子概念;充电桩;人形机器人;长安汽车概念,22,-1010910750.0,22.456500000000002,77697196000.0
603032,德新科技,-10.004275331,0.512,7.519,电力设备-电池-锂电专用设备,固态电池;锂电池概念;减速器;西部大开发;2025三季报预增;比亚迪概念;新疆振兴;2025中报预增;机器人概念;融资融券,10,-26885434.0,6.830375346666666,4876507000.0
605028,世茂能源,-10.006064281,1.185,3.759,公用事业-电力-热力,生物质能发电;固废处理;绿色电力,3,-2125450.0,5.511009,4748800000.0
002326,永太科技,-10.007147963,0.571,12.757,基础化工-化学制品-氟化工,氟化工概念;钠离子电池;锂电池概念;宁德时代概念;液冷服务器;2025中报预增;仿制药一致性评价;深股通;融资融券,9,-316131415.0,16.254794966666665,20349445000.0
002298,中电鑫龙,-10.007581501,0.776,17.549,电力设备-电网设备-输变电设备,电力物联网;云计算;东数西算(算力);智慧政务;数据安全;时空大数据;阿里巴巴概念;数据中心;信创;无线充电;人脸识别;数字乡村;网络安全;虚拟电厂;AIGC概念;智能电网;军工信息化;安防;5G;消费电子概念;数据要素;华为概念;物联网;光纤概念;数字经济;传感器;机器视觉;工业互联网;充电桩;人工智能;无人机;智慧城市;军工;储能;专精特新;水利;高铁;碳中和;光伏建筑一体化;碳交易;PPP概念;新型城镇化;融资融券,43,-246243884.0,16.86487768,7841957200.0
603122,合富中国,-10.007639419,1.019,18.889,医药生物-医药商业-医药流通,海峡两岸;猴痘概念;长三角一体化;智能医疗;人工智能,5,-193158105.0,16.4106621,9378120000.0
600078,澄星股份,-10.007880221,0.806,12.314,基础化工-农化制品-磷肥及磷化工,磷化工;绿色电力,2,-93769175.0,12.099716833333334,7566582100.0
001203,大中矿业,-10.008678045,0.12,0.741,钢铁-钢铁-冶钢原料,金属锌;金属铅;小金属概念;固态电池;锂电池概念;金属回收;西部大开发;回购增持再贷款概念;绿色电力;乡村振兴;参股银行;储能;职业教育;旅游概念;创投;深股通,16,-69289007.8,2.179780156,40140892000.0
002836,新宏泽,-10.012437811,0.942,7.06,轻工制造-包装印刷-包装,烟草,1,-21598781.7,7.493642300666666,3333888000.0
603002,宏昌电子,-10.01283697,2.02,8.293,电子-电子化学品-电子化学品Ⅲ,PCB概念;先进封装;英伟达概念;芯片概念;5G;3D打印;比亚迪概念;海峡两岸;沪股通,9,-124579956.0,13.020265786666666,7949890300.0
000547,航天发展,-10.014513788,1.321,25.99,国防军工-军工电子-军工电子Ⅲ,海峡两岸;军工信息化;福建自贸区;军民融合;智慧政务;华为欧拉;华为鲲鹏;网络安全;多模态AI;商业航天;元宇宙;安防;数据安全;卫星导航;信创;数字经济;军工;乡村振兴;人工智能;虚拟现实;DeepSeek概念;无人机;央企国企改革;MR(混合现实);低空经济;国企改革;东数西算(算力);华为概念;5G;海工装备;芯片概念;风电;深股通;融资融券,34,-875681830.0,28.3025,19695549000.0
002208,合肥城建,-10.014513788,0.622,10.456,房地产-房地产-住宅开发,租售同权;物业管理;新型城镇化;蚂蚁集团概念;国企改革;创投;长三角一体化;独角兽概念;深股通,9,-78944566.0,10.104557986666666,9958246300.0
600338,西藏珠峰,-10.018105009,0.602,8.177,有色金属-工业金属-铅锌,金属锌;盐湖提锂;金属铅;小金属概念;金属铜;锂电池概念;西部大开发;一带一路;2025中报预增;人民币贬值受益;免税店;沪股通;融资融券,13,-225233510.0,11.461003533333333,13630874000.0
600773,西藏城投,-10.020876827,1.043,4.972,房地产-房地产-住宅开发,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,7,-39187912.0,6.705924906666667,12304018200.0
000592,平潭发展,-10.025062657,1.72,38.553,农林牧渔-种植业与林业-林业,海峡两岸;福建自贸区;旅游概念;化肥;民营医院;乡村振兴;合成生物;深股通;融资融券,9,-1365535320.0,29.3,20625546000.0
002125,湘潭电化,-10.025706941,1.313,10.066,电力设备-电池-电池化学品,钠离子电池;固态电池;金属镍;锂电池概念;宁德时代概念;小金属概念;比亚迪概念;污水处理;国企改革;深股通;融资融券,11,-70451830.0,11.402203266666668,8812744000.0
600829,人民同泰,-10.027855153,0.31,3.797,医药生物-医药商业-医药流通,民营医院;流感;冷链物流;医药电商;眼科医疗;黑龙江自贸区;宠物经济;医疗器械概念,8,-17551388.0,3.6573610933333334,7492160700.0
000973,佛塑科技,-10.027855153,0.438,9.498,基础化工-塑料制品-膜材料,锂电池概念;固态电池;宁德时代概念;特高压;航运概念;国企改革;比亚迪概念;粤港澳大湾区;证金持股;OLED;AI眼镜;融资融券;深股通;股权转让(并购重组),14,-179089214.0,11.00878428,12499107400.0
600516,方大炭素,-10.029498525,1.115,6.566,钢铁-钢铁-冶钢原料,石墨电极;碳纤维;核电;钠离子电池;可控核聚变;石墨烯;固态电池;锂电池概念;参股银行;西部大开发;工业互联网;人工智能;沪股通;融资融券,14,-252105232.0,12.206937973333332,24558419000.0
002176,江特电机,-10.032626427,0.7,8.049,电力设备-电机-电机Ⅲ,固态电池;锂电池概念;小金属概念;新能源汽车;军工;无人机;大飞机;人形机器人;抽水蓄能;风电;机器人概念;深股通;融资融券;股权转让(并购重组),14,-272984436.0,12.575688719999999,18817391000.0
600152,维科技术,-10.036719706,0.635,14.467,电力设备-电池-锂电池,两轮车;钠离子电池;固态电池;锂电池概念;共同富裕示范区;换电概念;储能;新型烟草(电子烟);华为汽车;机器人概念;华为概念;无人机;消费电子概念,13,-91336382.0,13.058894306666668,3888733400.0
000510,新金路,-10.042432815,1.055,9.923,基础化工-化学原料-氯碱,化债概念(AMC概念);石墨烯;西部大开发;金属铜;小金属概念;芯片概念,6,-48731035.0,10.227454033333332,3858388200.0
000407,胜利股份,-10.050251256,1.004,15.509,公用事业-燃气-燃气Ⅲ,新型城镇化;地下管网;天然气;俄乌冲突概念;页岩气;合成生物,6,-57898962.0,13.66797924,4702950500.0
600110,诺德股份,-10.050890585,0.781,10.087,电力设备-电池-锂电池,固态电池;PET铜箔;宁德时代概念;锂电池概念;比亚迪概念;新能源汽车;PCB概念;粤港澳大湾区;特斯拉概念;核电;军工;无人机;绿色电力;融资融券;股权转让(并购重组);沪股通,16,-128339578.0,11.243958226666667,12267729200.0
300300,海峡创新,-20.010964912,1.053,34.067,计算机-IT服务-IT服务Ⅲ,海峡两岸;家庭医生;文化传媒概念;数字经济;智慧城市;独角兽概念;创投;智能医疗;人工智能;医疗器械概念;国企改革;东数西算(算力);充电桩;数据中心;摘帽,15,-425935760.0,21.151215200000003,9728679300.0
