code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
003003,天元股份,-10.000000000000005,2.377,26.845,轻工制造-包装印刷-包装,可降解塑料;跨境电商;冷链物流;工业互联网,4,-14857408.0,15.29714816,1632657100.0
