code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
000663,永安林业,9.988776655,2.426006,31.519,农林牧渔-种植业与林业-林业,土地流转;海峡两岸;天然气;乡村振兴;碳中和;国企改革;碳交易;央企国企改革,8,59869347.0,15.0,3001751700.0
601969,海南矿业,5.083399523,1.117984,5.242,钢铁-钢铁-冶钢原料,海南自贸区;氟化工概念;金属钴;自由贸易港;金属铜;小金属概念;锂电池概念;黄金概念;旅游概念;天然气;碳中和;土壤修复;固废处理;参股银行;乡村振兴;回购增持再贷款概念;参股保险;创投;沪股通;融资融券,20,46818936.0,6.289626666666667,26226573000.0
000632,三木集团,5.077574048,1.004249,49.678,综合-综合-综合Ⅲ,特色小镇;海峡两岸;福建自贸区;物业管理;旅游概念;露营经济;跨境电商;国企改革;创投,9,138297465.0,12.5106225,3467838000.0
603686,福龙马,4.473684211,0.832103,26.818,环保-环境治理-固废治理,生物质能发电;中俄贸易概念;动力电池回收;氢能源;垃圾分类;PPP概念;锂电池概念;物业管理;固废处理;充电桩;新能源汽车;海峡两岸;金属回收;工业互联网;机器人概念;无人驾驶;智慧城市;人工智能;华为概念;车联网(车路协同);智慧政务;融资融券,22,86506904.0,12.0802575,11544810900.0
002317,众生药业,2.374670185,1.232089,14.121,医药生物-中药-中药Ⅲ,猴痘概念;仿制药一致性评价;肝炎概念;禽流感;流感;创新药;幽门螺杆菌概念;辅助生殖;NMN概念;医药电商;眼科医疗;减肥药;维生素;医疗器械概念;养老概念;粤港澳大湾区;数字经济;2025中报预增;深股通;融资融券,20,45178556.0,12.4942225,17730453000.0
002931,锋龙股份,2.11935304,1.191202,7.7,机械设备-通用设备-金属制品,新能源汽车;长安汽车概念;机器人概念;2025中报预增,4,6906896.0,8.111338333333332,3673197900.0
000753,漳州发展,1.393728223,0.781579,8.222,综合-综合-综合Ⅲ,海峡两岸;地下管网;装配式建筑;垃圾分类;新型城镇化;PPP概念;水利;污水处理;乡村振兴;绿色电力;跨境电商;充电桩;国企改革;创投;风电;智慧城市;光伏概念;数字经济;海工装备;低空经济;智慧政务;新能源汽车;DeepSeek概念,23,-30966015.9,8.054601151333333,8655629700.0
601011,宝泰隆,0.519480519,0.836443,4.961,煤炭-煤炭开采加工-焦炭加工,煤炭概念;煤化工概念;石墨电极;黑龙江自贸区;碳中和;石墨烯;氢能源;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,12,-15697320.0,5.712387233333334,7413621800.0
000993,闽东电力,0.081766149,0.604507,7.678,公用事业-电力-水电,海峡两岸;绿色电力;碳中和;污水处理;碳交易;参股银行;智能电网;航运概念;风电;国企改革;创投;深股通;融资融券,13,-30761129.0,7.245156746666667,5382510300.0
002578,闽发铝业,-0.481927711,0.576697,13.265,有色金属-工业金属-铝,海峡两岸;国企改革;宁德时代概念;新能源汽车;光伏概念;5G,6,-5295050.0,10.390976833333333,3556601400.0
002198,嘉应制药,-0.709219858,2.98747,6.059,医药生物-中药-中药Ⅲ,流感;医药电商;医疗器械概念;融资融券,4,-267148.0,9.044676293333334,3552365200.0
600802,福建水泥,-0.718390805,0.543268,8.185,建筑材料-建筑材料-水泥,海峡两岸;福建自贸区;水泥概念;参股银行;参股券商;国企改革;核电;融资融券,8,-15684810.0,7.128532866666667,3166496400.0
603067,振华股份,-0.952045134,0.63545,6.388,基础化工-化学原料-无机盐,钛白粉概念;钒电池;军工;小金属概念;固态电池;锂电池概念;储能;维生素;沪股通;融资融券,10,-90450657.0,7.656304806666666,19965256000.0
002805,丰元股份,-1,0.903691,15.685,电力设备-电池-电池化学品,钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;专精特新;长安汽车概念;融资融券,8,-28274999.0,12.82472748,5515143400.0
002709,天赐材料,-1.15942029,0.950327,12.183,电力设备-电池-电池化学品,钠离子电池;有机硅概念;氟化工概念;固态电池;动力电池回收;锂电池概念;宁德时代概念;PEEK材料;同花顺漂亮100;比亚迪概念;特斯拉概念;回购增持再贷款概念;深股通;融资融券,14,231194750.0,10.4978175,65251497000.0
002728,特一药业,-1.295546559,0.706099,15.387,医药生物-中药-中药Ⅲ,流感;幽门螺杆菌概念;医药电商;仿制药一致性评价;NMN概念;肝炎概念;医美概念;2025中报预增;深股通,9,-22493945.5,12.21512641,4593366900.0
002300,太阳电缆,-1.983002833,0.923308,6.266,电力设备-电网设备-线缆部件及其他,特高压;海峡两岸;核电;风电;充电桩;光伏概念;海工装备;军工;融资融券,9,-29976275.5,7.085128843333334,4998109800.0
600067,冠城新材,-2.600472813,0.630068,5.346,电力设备-电网设备-线缆部件及其他,海峡两岸;福建自贸区;参股银行;创投;氢能源;两轮车;储能;锂电池概念;长安汽车概念;新能源汽车;比亚迪概念;融资融券;股权转让(并购重组),13,-43371037.0,6.00659074,5733675200.0
603817,海峡环保,-3.350515464,1.537553,9.357,环保-环境治理-水务及水治理,海峡两岸;福建自贸区;垃圾分类;PPP概念;污水处理;固废处理;绿色电力;国企改革,8,-35743032.0,10.79674314,4275630300.0
603026,石大胜华,-3.420033204,0.617196,11.037,电力设备-电池-电池化学品,氟化工概念;锂电池概念;宁德时代概念;环氧丙烷;燃料电池;国企改革;新能源汽车;沪股通;融资融券,9,-176106919.0,12.42312838,17685857000.0
002136,安纳达,-3.581871345,0.503671,12.603,基础化工-化学原料-钛白粉,磷化工;钛白粉概念;锂电池概念;国企改革,4,-20717471.0,10.07552692,2828671500.0
002255,海陆重工,-3.735632184,0.828054,27.822,电力设备-其他电源设备-其他电源设备Ⅲ,可控核聚变;核电;绿色电力;固废处理;氢能源;光伏概念;污水处理;充电桩;高端装备;第三代半导体;芯片概念;融资融券;深股通,13,-283360458.0,17.73734416,8548828100.0
600792,云煤能源,-3.805496829,0.890996,4.819,煤炭-煤炭开采加工-焦炭加工,煤炭概念;煤化工概念;国企改革;西部大开发,4,-15884587.0,5.757848406666666,5050152400.0
002679,福建金森,-3.824756606,0.569268,10.56,农林牧渔-种植业与林业-林业,海峡两岸;特色小镇;碳中和;碳交易;国企改革;互联网金融;人工智能,7,-8899821.7,8.641166434,3260505500.0
002218,拓日新能,-4.245283019,0.625533,9.487,公用事业-电力-新能源发电,光伏建筑一体化;POE胶膜;钙钛矿电池;HJT电池;绿色电力;硅能源;光伏概念;粤港澳大湾区;华为概念;芯片概念;深股通;融资融券,12,-34776532.0,8.584029806666667,5653136900.0
