code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
300102,乾照光电,19.07,20.012586532,涨停,1.321655,正常,149.666,严重高估,MicroLED概念;MiniLED;卫星导航;共封装光学(CPO);商业航天;第三代半导体;人脸识别;芯片概念;消费电子概念;福建自贸区;汽车电子;海峡两岸;军工;光伏概念;家用电器;深股通,电子-光学光电子-LED,首板涨停,1,15,7,True,17474601664.16,中盘,535672817.0,15.595755,活跃,10.824417, 09:33:31, 09:42:37,商业航天+砷化镓电池+三季报增长+CPO,9915000,189079050.0,6.937926605077424,一般,2,良好,14.036043177074632,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
301183,东田微,122.22,20,涨停,2.330005,活跃,91.6303,过高,共封装光学(CPO);F5G概念;华为手机;6G概念;汽车电子;消费电子概念;小米概念;无人驾驶;虚拟现实;华为概念;专精特新;融资融券,电子-光学光电子-光学元件,首板涨停,1,11,3,True,7165389006.72,小盘,352704380.0,29.000712,激烈,15.228276, 10:11:06, 10:11:06,三季报增长+光通信+CPO+消费电子,712349,87063294.78,4.189735929516585,较弱,0,极好,16.420088234174088,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
688244,永信至诚,24.66,20,涨停,5.89914,异常活跃,-50.9005,亏损,财税数字化;智谱AI;华为鲲鹏;数据安全;信创;网络安全;云计算;数据要素;军工信息化;DeepSeek概念;职业教育;抖音概念(字节概念);人工智能;华为概念;军工;专精特新;融资融券,计算机-软件开发-横向通用软件,首板涨停,1,16,4,True,3722711058.54,小盘,70158639.0,10.145778,活跃,20.29197, 14:20:35, 14:20:35,数字风洞+AI大模型+军工+信创,893025,22021996.5,5.830582763817343,一般,0,极好,14.782071159999997,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
688523,航天环宇,38.04,20,涨停,1.463446,正常,225.4874,严重高估,卫星导航;商业航天;大飞机;无人机;航空发动机;低空经济;2025中报预增;沪股通;融资融券,国防军工-军工装备-航天装备,首板涨停,1,7,1,True,3671466243.48,小盘,74232631.0,36.678748,异常,20.0, 14:54:50, 14:54:50,商业航天+宇航产品+大飞机配套,2798406,106451364.24,7.904914567276627,一般,0,极好,11.617328339730612,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
002285,世联行,3.03,10.181818182,涨停,0.982252,偏低,-108.996,亏损,租售同权;化债概念(AMC概念);物业管理;特色小镇;新型城镇化;横琴新区;养老概念;互联网金融;国企改革;云计算;粤港澳大湾区;华为概念;深股通;融资融券,房地产-房地产-房地产服务,首板涨停,1,12,3,True,5986601964.78,小盘,156593404.0,13.659381,活跃,12.0, 11:13:24, 13:24:13,房地产服务+IDC中标+珠海国资,6396994,19382891.82,2.370320898509052,较弱,1,良好,12.788396790858666,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
600868,梅雁吉祥,3.58,10.153846154,涨停,2.911912,活跃,-165.211,亏损,水泥概念;新型城镇化;绿色电力;氢能源;水利;小金属概念;回购增持再贷款概念;职业教育;时空大数据;粤港澳大湾区;储能;智慧城市;数据要素;融资融券;沪股通,公用事业-电力-水电,3天2板,1,13,3,True,6795372270.82,小盘,234130275.0,22.285088,激烈,15.384615, 13:37:25, 14:13:50,锑银矿+飞轮储能+水电+回购,20557297,73595123.26,4.859833764408332,较弱,1,良好,15.882605232135354,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
600939,重庆建工,3.82,10.086455331,涨停,2.549439,活跃,-8.7122,亏损,地下管网;新型城镇化;装配式建筑;房屋检测;国企改革;西部大开发;水利;雅下水电概念;工业互联网;沪股通,建筑装饰-建筑装饰-房屋建设,首板涨停,1,9,4,True,7264902144.08,小盘,66737325.0,3.74809,温和,10.951008, 13:24:28, 13:29:44,中标大单+重庆国资+建筑施工+国企改革,8911223,34040871.86,12.501463740131951,较强,1,良好,12.343455800000001,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
000545,金浦钛业,3.17,10.069444444,涨停,0.882705,偏低,-10.0845,亏损,钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券,基础化工-化学原料-钛白粉,首板涨停,1,4,1,True,3123727814.32,小盘,61205933.0,4.199129,温和,10.069444, 09:37:01, 09:37:01,钛白粉+资金解冻+亏损扩大+重组终止,13800060,43746190.199999996,33.350914989249816,极强,0,极好,7.068406644921272,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
002596,海南瑞泽,6.34,10.069444444,涨停,1.176976,偏低,-67.2032,亏损,海南自贸区;自由贸易港;特色小镇;旅游概念;新型城镇化;装配式建筑;PPP概念;水泥概念;垃圾分类;雄安新区;固废处理;水利;一带一路;融资融券,建筑材料-建筑材料-水泥,4天3板,1,13,3,True,7268970199.12,小盘,179844981.0,19.834729,活跃,13.194444, 10:55:54, 10:55:54,海南自贸港+商品混凝土+封关预期,9983948,63298230.32,4.390281777482554,较弱,0,极好,13.997215553136726,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
002519,银河电子,5.14,10.064239829,涨停,5.154505,异常活跃,-108.1371,亏损,军民融合;军工信息化;军工;商业航天;安防;人工智能;创投;核电;专精特新;智能电网;无人驾驶;机器人概念;智能家居;充电桩;储能;新能源汽车;新型工业化;长安汽车概念;比亚迪概念;锂电池概念;宁德时代概念;深股通;融资融券,国防军工-军工电子-军工电子Ⅲ,首板涨停,1,21,7,True,5750557269.54,小盘,275750268.0,12.609442,活跃,10.278372, 09:44:52, 10:26:08,商业航天+军工+智能终端+新能源,10889200,55970488.0,7.718861884536893,一般,2,良好,15.73729170473944,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
600151,航天机电,9.3,10.059171598,涨停,1.594468,正常,-40.539,亏损,军民融合;军工;新能源汽车;比亚迪概念;人民币贬值受益;光伏概念;国企改革;绿色电力;汽车热管理;央企国企改革;TOPCON电池;上海自贸区;融资融券;沪股通,电力设备-光伏设备-光伏电池组件,首板涨停,1,12,4,True,13338546269.1,中盘,177658701.0,5.404347,温和,11.242603, 09:49:50, 09:58:21,航天+光伏组件+汽车热系统+央企,5864386,54538789.800000004,7.565780837497195,一般,2,良好,11.931834715,E,81.0,6.0,81.72163681839768,"国企改革, 华为概念, 新能源汽车, 乡村振兴, 军工",20251130,False
