code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
002715,登云股份,-10.000000000000004,5.109,11.979,汽车-汽车零部件-底盘与发动机系统,创投;新能源汽车;比亚迪概念;黄金概念,4,-45322879.0,13.89245758,2148660000.0
