日期,指数代码,指数名称,成交额(元),涨跌幅(%),主力净流入(元),较上一交易日成交额(元),近三交易日成交额(元),近三日大单净额(元)
20251120,884229.TI,半导体设备,,,,,,
20251120,886091.TI,华为手机,,,,,,
20251120,886093.TI,华为数字能源,,,,,,
20251120,886058.TI,华为昇腾,,,,,,
20251120,885806.TI,华为概念,,,,,,
20251120,885982.TI,华为欧拉,,,,,,
20251120,885834.TI,华为汽车,,,,,,
20251120,885843.TI,华为海思概念股,,,,,,
20251120,886094.TI,华为盘古,,,,,,
20251120,885980.TI,华为鲲鹏,,,,,,
20251120,885574.TI,卫星导航,,,,,,
20251120,884092.TI,印制电路板,,,,,,
20251120,884235.TI,印刷,,,,,,
20251120,884081.TI,印刷包装机械,,,,,,
20251120,884130.TI,印染,,,,,,
20251120,884143.TI,原料药,,,,,,
20251120,881174.TI,厨卫电器,,,,,,
20251120,885623.TI,参股保险,,,,,,
20251120,885620.TI,参股券商,,,,,,
20251120,885835.TI,参股银行,,,,,,
20251120,886065.TI,可控核聚变,,,,,,
20251120,885748.TI,可燃冰,,,,,,
20251120,883981.TI,可转债指数,,,,,,
20251120,885901.TI,可降解塑料,,,,,,
20251120,884212.TI,合成树脂,,,,,,
20251120,886077.TI,合成生物,,,,,,
20251120,882016.TI,吉林,,,,,,
20251120,886045.TI,同花顺中特估100,,,,,,
20251120,883421.TI,同花顺全A(沪深),,,,,,
20251120,883957.TI,同花顺全A(沪深京),1722634200000.0,-0.7616,,-20031100000.0,5411258800000.0,
20251120,886075.TI,同花顺出海50,,,,,,
20251120,883404.TI,同花顺情绪指数,,,,,,
20251120,883426.TI,同花顺拟回购指数,,,,,,
20251120,886096.TI,同花顺新质50,,,,,,
20251120,886082.TI,同花顺果指数,,,,,,
20251120,885916.TI,同花顺漂亮100,,,,,,
20251120,883910.TI,同花顺热股,,,,,,
20251120,883980.TI,含可转债,,,,,,
20251120,883436.TI,周期,,,,,,
20251120,884230.TI,品牌消费电子,,,,,,
20251120,884247.TI,商业地产,,,,,,
20251120,000005.SH,商业指数,,,,,,
20251120,884162.TI,商业物业经营,,,,,,
20251120,886078.TI,商业航天,,,,,,
20251120,399242.SZ,商务指数,,,,,,
20251120,884101.TI,商用载客车,,,,,,
20251120,884100.TI,商用载货车,,,,,,
20251120,884189.TI,啤酒,,,,,,
20251120,885780.TI,啤酒概念,,,,,,
20251120,882028.TI,四川,,,,,,
20251120,886089.TI,回购增持再贷款概念,,,,,,
20251120,883929.TI,回购计划,,,,,,
20251120,885410.TI,固废处理,,,,,,
20251120,884269.TI,固废治理,,,,,,
20251120,886032.TI,固态电池,,,,,,
20251120,885844.TI,国产操作系统,,,,,,
20251120,885795.TI,国产航母,,,,,,
20251120,886021.TI,国企改革,,,,,,
20251120,931052.CSI,国信价值,,,,,,
20251120,885893.TI,国家大基金持股,,,,,,
20251120,884249.TI,国有大型银行,,,,,,
20251120,399311.SZ,国证1000,,,,,,
20251120,399303.SZ,国证2000,,,,,,
20251120,399312.SZ,国证300,,,,,,
20251120,399310.SZ,国证A50,,,,,,
20251120,399317.SZ,国证A指,,,,,,
20251120,399318.SZ,国证B指,,,,,,
20251120,399358.SZ,国证环保,,,,,,
20251120,885977.TI,国资云,,,,,,
20251120,885439.TI,土地流转,,,,,,
20251120,885962.TI,土壤修复,,,,,,
20251120,885480.TI,在线教育,,,,,,
20251120,885692.TI,地下管网,,,,,,
20251120,399241.SZ,地产指数,,,,,,
20251120,884182.TI,地面兵装,,,,,,
20251120,884295.TI,垂直应用软件,,,,,,
20251120,885854.TI,垃圾分类,,,,,,
20251120,884251.TI,城商行,,,,,,
20251120,885937.TI,培育钻石,,,,,,
20251120,885578.TI,基因测序,,,,,,
20251120,399995.SZ,基建工程,,,,,,
20251120,000925.CSI,基本面50,,,,,,
20251120,884067.TI,基础建设,,,,,,
20251120,883406.TI,基金重仓股,,,,,,
20251120,881265.TI,塑料制品,,,,,,
20251120,883904.TI,增发募集指数,,,,,,
20251120,883903.TI,增发预案指数,,,,,,
20251120,883915.TI,增持计划,,,,,,
20251120,884035.TI,复合肥,,,,,,
20251120,881283.TI,多元金融,,,,,,
20251120,886062.TI,多模态AI,,,,,,
20251120,884267.TI,大气治理,,,,,,
20251120,883417.TI,大盘股,,,,,,
20251120,885810.TI,大豆,,,,,,
20251120,885566.TI,大飞机,,,,,,
20251120,882029.TI,天津,,,,,,
20251120,885487.TI,天津自贸区,,,,,,
20251120,885430.TI,天然气,,,,,,
20251120,886043.TI,太赫兹,,,,,,
20251120,885595.TI,央企国企改革,,,,,,
20251120,399550.SZ,央视50,,,,,,
20251120,399551.SZ,央视创新,,,,,,
20251120,399553.SZ,央视回报,,,,,,
20251120,399552.SZ,央视成长,,,,,,
20251120,399557.SZ,央视文化,,,,,,
20251120,399554.SZ,央视治理,,,,,,
20251120,399556.SZ,央视生态,,,,,,
20251120,399555.SZ,央视责任,,,,,,
20251120,886042.TI,存储芯片,,,,,,
20251120,882021.TI,宁夏,,,,,,
20251120,885789.TI,宁德时代概念,,,,,,
20251120,882001.TI,安徽,,,,,,
20251120,885423.TI,安防,,,,,,
20251120,884294.TI,安防设备,,,,,,
20251120,884299.TI,定制家居,,,,,,
20251120,883964.TI,定增破发,,,,,,
20251120,886012.TI,宠物经济,,,,,,
20251120,884280.TI,宠物食品,,,,,,
20251120,881139.TI,家居用品,,,,,,
20251120,885981.TI,家庭医生,,,,,,
20251120,885543.TI,家用电器,,,,,,
20251120,884116.TI,家电零部件,,,,,,
20251120,884137.TI,家纺,,,,,,
20251120,883411.TI,密集调研,,,,,,
20251120,885786.TI,富士康概念,,,,,,
20251120,881173.TI,小家电,,,,,,
20251120,399901.SZ,小康指数,,,,,,
20251120,885785.TI,小米概念,,,,,,
20251120,886064.TI,小米汽车,,,,,,
20251120,886098.TI,小红书概念,,,,,,
20251120,881170.TI,小金属,,,,,,
20251120,885552.TI,小金属概念,,,,,,
20251120,882023.TI,山东,,,,,,
20251120,882024.TI,山西,,,,,,
20251120,885783.TI,工业互联网,,,,,,
20251120,885818.TI,工业大麻,,,,,,
20251120,000004.SH,工业指数,,,,,,
20251120,885930.TI,工业母机,,,,,,
20251120,881168.TI,工业金属,,,,,,
20251120,884219.TI,工控设备,,,,,,
20251120,884217.TI,工程咨询服务,,,,,,
20251120,881268.TI,工程机械,,,,,,
20251120,399313.SZ,巨潮100,,,,,,
20251120,399315.SZ,巨潮中盘,,,,,,
20251120,399314.SZ,巨潮大盘,,,,,,
20251120,399316.SZ,巨潮小盘,,,,,,
20251120,000155.SH,市值百强,,,,,,
20251120,885952.TI,幽门螺杆菌概念,,,,,,
20251120,882008.TI,广东(除深圳),,,,,,
20251120,885734.TI,广东自贸区,,,,,,
20251120,884178.TI,广告营销,,,,,,
20251120,882009.TI,广西,,,,,,
20251120,884290.TI,底盘与发动机系统,,,,,,
20251120,399235.SZ,建筑指数,,,,,,
20251120,881115.TI,建筑材料,,,,,,
20251120,885386.TI,建筑节能,,,,,,
20251120,881116.TI,建筑装饰,,,,,,
20251120,884117.TI,彩电,,,,,,
20251120,881274.TI,影视院线,,,,,,
20251120,883418.TI,微盘股,,,,,,
20251120,GDAXI.GI,德国DAX,,,,,,
20251120,885918.TI,快手概念,,,,,,
20251120,HSCE.HK,恒生中国企业,,,,,,
20251120,HSI.HK,恒生指数,,,,,,
20251120,399003.SZ,成份B指,,,,,,
20251120,884298.TI,成品家居,,,,,,
20251120,399326.SZ,成长40,,,,,,
20251120,886030.TI,成飞概念,,,,,,
20251120,881153.TI,房地产,,,,,,
20251120,884248.TI,房地产服务,,,,,,
20251120,884066.TI,房屋建设,,,,,,
20251120,886087.TI,房屋检测,,,,,,
20251120,885457.TI,手机游戏,,,,,,
20251120,885968.TI,托育服务,,,,,,
20251120,399236.SZ,批零指数,,,,,,
20251120,885890.TI,抖音概念(字节概念),,,,,,
20251120,885935.TI,抽水蓄能,,,,,,
20251120,885910.TI,拼多多概念,,,,,,
20251120,885938.TI,换电概念,,,,,,
20251120,885742.TI,摘帽,,,,,,
20251120,884048.TI,改性塑料,,,,,,
20251120,881178.TI,教育,,,,,,
20251120,885842.TI,数字乡村,,,,,,
20251120,884261.TI,数字媒体,,,,,,
20251120,885820.TI,数字孪生,,,,,,
20251120,886034.TI,数字水印,,,,,,
20251120,885976.TI,数字经济,,,,,,
20251120,884287.TI,数字芯片设计,,,,,,
20251120,885866.TI,数字货币,,,,,,
20251120,885887.TI,数据中心,,,,,,
20251120,885942.TI,数据安全,,,,,,
20251120,886023.TI,数据确权,,,,,,
20251120,886041.TI,数据要素,,,,,,
20251120,881164.TI,文化传媒,,,,,,
20251120,885418.TI,文化传媒概念,,,,,,
20251120,399248.SZ,文化指数,,,,,,
20251120,884142.TI,文娱用品,,,,,,
20251120,000171.CSI,新兴成指,,,,,,
20251120,000891.SH,新兴综指,,,,,,
20251120,885991.TI,新型城镇化,,,,,,
20251120,886057.TI,新型工业化,,,,,,
20251120,885899.TI,新型烟草(电子烟),,,,,,
20251120,399100.SZ,新指数,,,,,,
20251120,399297.SZ,新浪100,,,,,,
20251120,882031.TI,新疆,,,,,,
20251120,885345.TI,新疆振兴,,,,,,
20251120,000017.SH,新综指,,,,,,
20251120,885598.TI,新股与次新股,,,,,,
20251120,884150.TI,新能源发电,,,,,,
20251120,885431.TI,新能源汽车,,,,,,
20251120,881160.TI,旅游及酒店,,,,,,
20251120,885497.TI,旅游概念,,,,,,
20251120,884165.TI,旅游综合,,,,,,
20251120,884254.TI,旅游零售,,,,,,
20251120,885564.TI,无人机,,,,,,
20251120,885768.TI,无人零售,,,,,,
20251120,885736.TI,无人驾驶,,,,,,
20251120,884024.TI,无机盐,,,,,,
20251120,885774.TI,无线充电,,,,,,
20251120,885868.TI,无线耳机,,,,,,
20251120,886036.TI,时空大数据,,,,,,
20251120,886055.TI,星闪概念,,,,,,
20251120,883401.TI,昨日ST连板股表现,,,,,,
20251120,883400.TI,昨日ST首板股表现,,,,,,
20251120,883902.TI,昨日成交前十,,,,,,
20251120,883996.TI,昨日打二板以上表现,,,,,,
20251120,883978.TI,昨日打板表现,,,,,,
20251120,883995.TI,昨日打首板以上表现,,,,,,
20251120,883994.TI,昨日打首板表现,,,,,,
20251120,883905.TI,昨日换手前十,,,,,,
20251120,883900.TI,昨日涨停表现,,,,,,
20251120,883918.TI,昨日炸板股,,,,,,
20251120,883901.TI,昨日资金前十,,,,,,
20251120,883958.TI,昨日连板,,,,,,
20251120,883999.TI,昨日非ST三板以上表现,,,,,,
20251120,883998.TI,昨日非ST三板表现,,,,,,
20251120,883997.TI,昨日非ST二板表现,,,,,,
20251120,883992.TI,昨日非ST打板,,,,,,
20251120,883986.TI,昨日非ST涨停表现,,,,,,
20251120,883987.TI,昨日非ST炸板,,,,,,
20251120,883988.TI,昨日非ST连板,,,,,,
20251120,883993.TI,昨日非ST首板,,,,,,
20251120,883979.TI,昨日首板表现,,,,,,
20251120,883906.TI,昨日高振幅,,,,,,
20251120,884052.TI,普钢,,,,,,
20251120,885378.TI,智慧城市,,,,,,
20251120,885956.TI,智慧政务,,,,,,
20251120,885963.TI,智慧灯杆,,,,,,
20251120,885402.TI,智能医疗,,,,,,
20251120,885478.TI,智能家居,,,,,,
20251120,886059.TI,智能座舱,,,,,,
20251120,885770.TI,智能物流,,,,,,
20251120,885311.TI,智能电网,,,,,,
20251120,885454.TI,智能穿戴,,,,,,
20251120,885771.TI,智能音箱,,,,,,
20251120,886090.TI,智谱AI,,,,,,
20251120,883410.TI,最近多板,,,,,,
20251120,884211.TI,有机硅,,,,,,
20251120,885912.TI,有机硅概念,,,,,,
20251120,000819.SH,有色金属,,,,,,
20251120,884234.TI,服装,,,,,,
20251120,881136.TI,服装家纺,,,,,,
20251120,885570.TI,期货概念,,,,,,
20251120,884218.TI,机器人,,,,,,
20251120,885517.TI,机器人概念,,,,,,
20251120,886002.TI,机器视觉,,,,,,
20251120,884156.TI,机场,,,,,,
20251120,881151.TI,机场航运,,,,,,
20251120,884069.TI,机床工具,,,,,,
20251120,883967.TI,机构周调研前十,,,,,,
20251120,883966.TI,机构月调研前十,,,,,,
20251120,883990.TI,机构重仓股,,,,,,
20251120,884004.TI,林业,,,,,,
20251120,884009.TI,果蔬加工,,,,,,
20251120,885633.TI,染料,,,,,,
20251120,885809.TI,柔性屏(折叠屏),,,,,,
20251120,885948.TI,柔性直流输电,,,,,,
20251120,HKSPGEM.HK,标普香港创业板指数,,,,,,
20251120,886052.TI,核污染防治,,,,,,
20251120,885571.TI,核电,,,,,,
20251120,884128.TI,棉纺,,,,,,
20251120,884083.TI,楼宇设备,,,,,,
20251120,884288.TI,模拟芯片设计,,,,,,
20251120,884296.TI,横向通用软件,,,,,,
20251120,885827.TI,横琴新区,,,,,,
20251120,881266.TI,橡胶制品,,,,,,
20251120,885997.TI,比亚迪概念,,,,,,
20251120,885985.TI,毛发医疗,,,,,,
20251120,886035.TI,毫米波雷达,,,,,,
20251120,885960.TI,民爆概念,,,,,,
20251120,884032.TI,民爆用品,,,,,,
20251120,885490.TI,民营医院,,,,,,
20251120,884036.TI,氟化工,,,,,,
20251120,885551.TI,氟化工概念,,,,,,
20251120,885823.TI,氢能源,,,,,,
20251120,884045.TI,氨纶,,,,,,
20251120,884026.TI,氮肥,,,,,,
20251120,884023.TI,氯碱,,,,,,
20251120,884006.TI,水产养殖,,,,,,
20251120,884279.TI,水产饲料,,,,,,
20251120,885572.TI,水利,,,,,,
20251120,884268.TI,水务及水治理,,,,,,
20251120,884060.TI,水泥,,,,,,
20251120,885782.TI,水泥概念,,,,,,
20251120,884147.TI,水电,,,,,,
20251120,399234.SZ,水电指数,,,,,,
20251120,882017.TI,江苏,,,,,,
20251120,882018.TI,江西,,,,,,
20251120,885412.TI,污水处理,,,,,,
20251120,885902.TI,汽车拆解概念,,,,,,
20251120,881125.TI,汽车整车,,,,,,
20251120,884107.TI,汽车服务,,,,,,
20251120,881128.TI,汽车服务及其他,,,,,,
20251120,885999.TI,汽车热管理,,,,,,
20251120,885545.TI,汽车电子,,,,,,
20251120,884293.TI,汽车电子电气系统,,,,,,
20251120,885945.TI,汽车芯片,,,,,,
20251120,881126.TI,汽车零部件,,,,,,
20251120,000061.SH,沪企债30,,,,,,
20251120,399300.SZ,沪深300,,,,,,
20251120,883423.TI,沪深主板昨日涨停,,,,,,
20251120,885520.TI,沪股通,,,,,,
20251120,883908.TI,沪股通成交前十,,,,,,
20251120,882012.TI,河北,,,,,,
20251120,882013.TI,河南,,,,,,
20251120,884021.TI,油品石化贸易,,,,,,
20251120,884018.TI,油服工程,,,,,,
20251120,884016.TI,油气开采,,,,,,
20251120,881107.TI,油气开采及服务,,,,,,
20251120,885905.TI,注册制次新股,,,,,,
20251120,885879.TI,流感,,,,,,
20251120,882033.TI,浙江,,,,,,
20251120,882026.TI,浦东,,,,,,
20251120,882011.TI,海南,,,,,,
20251120,885894.TI,海南自贸区,,,,,,
20251120,885939.TI,海峡两岸,,,,,,
20251120,885426.TI,海工装备,,,,,,
20251120,884005.TI,海洋捕捞,,,,,,
20251120,884030.TI,涂料油墨,,,,,,
20251120,885882.TI,消毒剂,,,,,,
20251120,883434.TI,消费,,,,,,
20251120,000069.SH,消费80,,,,,,
20251120,881124.TI,消费电子,,,,,,
20251120,885800.TI,消费电子概念,,,,,,
20251120,884098.TI,消费电子零部件及组装,,,,,,
20251120,884041.TI,涤纶,,,,,,
20251120,886044.TI,液冷服务器,,,,,,
20251120,399750.SZ,深主板50,,,,,,
20251120,882007.TI,深圳,,,,,,
20251120,885697.TI,深圳国企改革,,,,,,
20251120,883985.TI,深市新主板,,,,,,
20251120,399013.SZ,深市精选,,,,,,
20251120,399002.SZ,深成指R,,,,,,
20251120,399672.SZ,深红利50,,,,,,
20251120,885694.TI,深股通,,,,,,
20251120,883912.TI,深股通成交前十,,,,,,
20251120,399330.SZ,深证100,,,,,,
20251120,399011.SZ,深证1000,,,,,,
20251120,399004.SZ,深证100R,,,,,,
20251120,399009.SZ,深证200,,,,,,
20251120,399679.SZ,深证200R,,,,,,
20251120,399007.SZ,深证300,,,,,,
20251120,399344.SZ,深证300R,,,,,,
20251120,399850.SZ,深证50,,,,,,
20251120,399010.SZ,深证700,,,,,,
20251120,399107.SZ,深证A指,,,,,,
20251120,399108.SZ,深证B指,,,,,,
20251120,399306.SZ,深证ETF,,,,,,
20251120,399702.SZ,深证F120,,,,,,
20251120,399703.SZ,深证F200,,,,,,
20251120,399701.SZ,深证F60,,,,,,
20251120,399348.SZ,深证价值,,,,,,
20251120,399016.SZ,深证创新,,,,,,
20251120,399001.SZ,深证成指,,,,,,
20251120,399337.SZ,深证民营,,,,,,
20251120,399106.SZ,深证综指,,,,,,
20251120,884153.TI,港口,,,,,,
20251120,881148.TI,港口航运,,,,,,
20251120,881275.TI,游戏,,,,,,
20251120,882014.TI,湖北,,,,,,
20251120,882015.TI,湖南,,,,,,
20251120,884220.TI,激光设备,,,,,,
20251120,884146.TI,火电,,,,,,
20251120,884051.TI,炭黑,,,,,,
20251120,885851.TI,烟草,,,,,,
20251120,884149.TI,热力,,,,,,
20251120,884015.TI,焦炭加工,,,,,,
20251120,884281.TI,煤化工,,,,,,
20251120,885398.TI,煤化工概念,,,,,,
20251120,884014.TI,煤炭开采,,,,,,
20251120,881105.TI,煤炭开采加工,,,,,,
20251120,885914.TI,煤炭概念,,,,,,
20251120,885775.TI,燃料电池,,,,,,
20251120,881146.TI,燃气,,,,,,
20251120,885926.TI,牙科医疗,,,,,,
20251120,885915.TI,物业管理,,,,,,
20251120,881152.TI,物流,,,,,,
20251120,885312.TI,物联网,,,,,,
20251120,885467.TI,特斯拉概念,,,,,,
20251120,885750.TI,特色小镇,,,,,,
20251120,884184.TI,特钢,,,,,,
20251120,885428.TI,特钢概念,,,,,,
20251120,885425.TI,特高压,,,,,,
20251120,885787.TI,独角兽概念,,,,,,
20251120,885573.TI,猪肉,,,,,,
20251120,885994.TI,猴痘概念,,,,,,
20251120,885811.TI,玉米,,,,,,
20251120,881284.TI,环保设备,,,,,,
20251120,881181.TI,环境治理,,,,,,
20251120,885903.TI,环氧丙烷,,,,,,
20251120,884059.TI,玻璃玻纤,,,,,,
20251120,883419.TI,珠海,,,,,,
20251120,884237.TI,瓷砖地板,,,,,,
20251120,882006.TI,甘肃,,,,,,
20251120,885505.TI,生态农业,,,,,,
20251120,881142.TI,生物制品,,,,,,
20251120,885845.TI,生物疫苗,,,,,,
20251120,886005.TI,生物质能发电,,,,,,
20251120,884275.TI,生猪养殖,,,,,,
20251120,884313.TI,电信运营商,,,,,,
20251120,881145.TI,电力,,,,,,
20251120,885819.TI,电力物联网,,,,,,
20251120,881172.TI,电子化学品,,,,,,
20251120,885737.TI,电子竞技,,,,,,
20251120,885953.TI,电子纸,,,,,,
20251120,885975.TI,电子身份证,,,,,,
20251120,881277.TI,电机,,,,,,
20251120,884086.TI,电气自控设备,,,,,,
20251120,881281.TI,电池,,,,,,
20251120,884310.TI,电池化学品,,,,,,
20251120,881278.TI,电网设备,,,,,,
20251120,884246.TI,电能综合服务,,,,,,
20251120,884172.TI,电视广播,,,,,,
20251120,884278.TI,畜禽饲料,,,,,,
20251120,884239.TI,疫苗,,,,,,
20251120,881131.TI,白色家电,,,,,,
20251120,881273.TI,白酒,,,,,,
20251120,885525.TI,白酒概念,,,,,,
20251120,883916.TI,百元股,,,,,,
20251120,885797.TI,百度概念,,,,,,
20251120,883416.TI,百日新高,,,,,,
20251120,884160.TI,百货零售,,,,,,
20251120,885922.TI,盐湖提锂,,,,,,
20251120,885838.TI,眼科医疗,,,,,,
20251120,885791.TI,知识产权保护,,,,,,
20251120,886060.TI,短剧游戏,,,,,,
20251120,885355.TI,石墨烯,,,,,,
20251120,885781.TI,石墨电极,,,,,,
20251120,884020.TI,石油加工,,,,,,
20251120,881180.TI,石油加工贸易,,,,,,
20251120,883930.TI,破净股,,,,,,
20251120,883965.TI,破发次新股,,,,,,
20251120,884302.TI,硅料硅片,,,,,,
20251120,885958.TI,硅能源,,,,,,
20251120,885919.TI,碳中和,,,,,,
20251120,885986.TI,碳交易,,,,,,
20251120,885650.TI,碳纤维,,,,,,
20251120,884057.TI,磁性材料,,,,,,
20251120,884071.TI,磨具磨料,,,,,,
20251120,885863.TI,磷化工,,,,,,
20251120,884027.TI,磷肥及磷化工,,,,,,
20251120,883407.TI,社保新进,,,,,,
20251120,883922.TI,社保重仓,,,,,,
20251120,882005.TI,福建,,,,,,
20251120,885617.TI,福建自贸区,,,,,,
20251120,885508.TI,禽流感,,,,,,
20251120,884001.TI,种子生产,,,,,,
20251120,881101.TI,种植业与林业,,,,,,
20251120,000698.SH,科创100,,,,,,
20251120,000699.SH,科创200,,,,,,
20251120,000688.SH,科创50,,,,,,
20251120,N00688.CSI,科创50(净),,,,,,
20251120,000681.SH,科创价格,,,,,,
20251120,885907.TI,科创次新股,,,,,,
20251120,000680.SH,科创综指,,,,,,
20251120,883432.TI,科技(TMT),,,,,,
20251120,H30318.CSI,科技传媒通信150,,,,,,
20251120,399243.SZ,科研指数,,,,,,
20251120,885758.TI,租售同权,,,,,,
20251120,885333.TI,移动支付,,,,,,
20251120,884215.TI,稀土,,,,,,
20251120,885343.TI,稀土永磁,,,,,,
20251120,886010.TI,空气能热泵,,,,,,
20251120,884113.TI,空调,,,,,,
20251120,886049.TI,空间计算,,,,,,
20251120,885908.TI,第三代半导体,,,,,,
20251120,000971.CSI,等权90,,,,,,
20251120,886050.TI,算力租赁,,,,,,
20251120,884064.TI,管材,,,,,,
20251120,884043.TI,粘胶,,,,,,
20251120,885521.TI,粤港澳大湾区,,,,,,
20251120,884010.TI,粮油加工,,,,,,
20251120,885995.TI,粮食概念,,,,,,
20251120,884002.TI,粮食种植,,,,,,
20251120,000015.SH,红利指数,,,,,,
20251120,883438.TI,红利破净股,,,,,,
20251120,884022.TI,纯碱,,,,,,
20251120,IXIC.GI,纳斯达克综指,,,,,,
20251120,881135.TI,纺织制造,,,,,,
20251120,884033.TI,纺织化学用品,,,,,,
20251120,884076.TI,纺织服装设备,,,,,,
20251120,884089.TI,线缆部件及其他,,,,,,
20251120,000814.SH,细分医药,,,,,,
20251120,885769.TI,细胞免疫治疗,,,,,,
20251120,000860.CSI,结构调整,,,,,,
20251120,885988.TI,统一大市场,,,,,,
20251120,886081.TI,维生素,,,,,,
20251120,399249.SZ,综企指数,,,,,,
20251120,881165.TI,综合,,,,,,
20251120,000008.SH,综合指数,,,,,,
20251120,884270.TI,综合环境治理,,,,,,
20251120,885936.TI,绿色电力,,,,,,
20251120,885876.TI,网红经济,,,,,,
20251120,885753.TI,网约车,,,,,,
20251120,885459.TI,网络安全,,,,,,
20251120,885603.TI,网络游戏,,,,,,
20251120,881182.TI,美容护理,,,,,,
20251120,884063.TI,耐火材料,,,,,,
20251120,885586.TI,职业教育,,,,,,
20251120,884039.TI,聚氨酯,,,,,,
20251120,884123.TI,肉制品,,,,,,
20251120,884276.TI,肉鸡养殖,,,,,,
20251120,885989.TI,肝炎概念,,,,,,
20251120,883925.TI,股东户数减少,,,,,,
20251120,883933.TI,股东户数增加,,,,,,
20251120,884250.TI,股份制银行,,,,,,
20251120,883938.TI,股性不活跃,,,,,,
20251120,883932.TI,股权分散,,,,,,
20251120,885739.TI,股权转让(并购重组),,,,,,
20251120,884080.TI,能源及重型设备,,,,,,
20251120,881267.TI,能源金属,,,,,,
20251120,886047.TI,脑机接口,,,,,,
20251120,885779.TI,腾讯概念,,,,,,
20251120,884213.TI,膜材料,,,,,,
20251120,881171.TI,自动化设备,,,,,,
20251120,884164.TI,自然景点,,,,,,
20251120,885764.TI,自由贸易港,,,,,,
20251120,884180.TI,航天装备,,,,,,
20251120,884183.TI,航海装备,,,,,,
20251120,885884.TI,航空发动机,,,,,,
20251120,884181.TI,航空装备,,,,,,
20251120,884157.TI,航空运输,,,,,,
20251120,884191.TI,航运,,,,,,
20251120,885733.TI,航运概念,,,,,,
20251120,885805.TI,芬太尼,,,,,,
20251120,885756.TI,芯片概念,,,,,,
20251120,886048.TI,英伟达概念,,,,,,
20251120,885376.TI,苹果概念,,,,,,
20251120,885640.TI,草甘膦,,,,,,
20251120,884300.TI,药店,,,,,,
20251120,885950.TI,虚拟数字人,,,,,,
20251120,885709.TI,虚拟现实,,,,,,
20251120,886004.TI,虚拟电厂,,,,,,
20251120,885749.TI,蚂蚁集团概念,,,,,,
20251120,883969.TI,融资盘高持仓,,,,,,
20251120,885338.TI,融资融券,,,,,,
20251120,886028.TI,血氧仪,,,,,,
20251120,884238.TI,血液制品,,,,,,
20251120,883917.TI,行业龙头,,,,,,
20251120,884093.TI,被动元件,,,,,,
20251120,885760.TI,装配式建筑,,,,,,
20251120,884065.TI,装饰园林,,,,,,
20251120,882030.TI,西藏,,,,,,
20251120,886086.TI,西部大开发,,,,,,
20251120,881130.TI,计算机设备,,,,,,
20251120,881157.TI,证券,,,,,,
20251120,399975.SZ,证券公司,,,,,,
20251120,885663.TI,证金持股,,,,,,
20251120,885772.TI,语音技术,,,,,,
20251120,884124.TI,调味发酵品,,,,,,
20251120,886080.TI,财税数字化,,,,,,
20251120,000048.SH,责任指数,,,,,,
20251120,882010.TI,贵州,,,,,,
20251120,881169.TI,贵金属,,,,,,
20251120,881159.TI,贸易,,,,,,
20251120,885792.TI,赛马概念,,,,,,
20251120,000043.SH,超大盘,,,,,,
20251120,886038.TI,超导概念,,,,,,
20251120,885761.TI,超级品牌,,,,,,
20251120,885886.TI,超级电容,,,,,,
20251120,885996.TI,超超临界发电,,,,,,
20251120,883975.TI,超跌股,,,,,,
20251120,885580.TI,足球概念,,,,,,
20251120,885966.TI,跨境支付(CIPS),,,,,,
20251120,885642.TI,跨境电商,,,,,,
20251120,885662.TI,车联网(车路协同),,,,,,
20251120,884289.TI,车身附件及饰件,,,,,,
20251120,881269.TI,轨交设备,,,,,,
20251120,885877.TI,转基因,,,,,,
20251120,884291.TI,轮胎轮毂,,,,,,
20251120,881272.TI,软件开发,,,,,,
20251120,884120.TI,软饮料,,,,,,
20251120,885909.TI,辅助生殖,,,,,,
20251120,884131.TI,辅料,,,,,,
20251120,884088.TI,输变电设备,,,,,,
20251120,882019.TI,辽宁,,,,,,
20251120,399237.SZ,运输指数,,,,,,
20251120,883919.TI,近期复牌,,,,,,
20251120,883959.TI,近期并购,,,,,,
20251120,883968.TI,近期异动,,,,,,
20251120,883409.TI,近期强势,,,,,,
20251120,883408.TI,近期新高,,,,,,
20251120,883920.TI,近期解禁,,,,,,
20251120,883907.TI,近端次新股,,,,,,
20251120,883974.TI,远端次新股,,,,,,
20251120,884304.TI,逆变器,,,,,,
20251120,884314.TI,通信工程及服务,,,,,,
20251120,884315.TI,通信应用增值服务,,,,,,
20251120,881162.TI,通信服务,,,,,,
20251120,884263.TI,通信线缆及配套,,,,,,
20251120,884264.TI,通信终端及配件,,,,,,
20251120,884262.TI,通信网络设备及器件,,,,,,
20251120,881129.TI,通信设备,,,,,,
20251120,881117.TI,通用设备,,,,,,
20251120,881137.TI,造纸,,,,,,
20251120,884167.TI,酒店,,,,,,
20251120,399232.SZ,采矿指数,,,,,,
20251120,882003.TI,重庆,,,,,,
20251120,885955.TI,重组蛋白,,,,,,
20251120,885730.TI,量子科技,,,,,,
20251120,884075.TI,金属制品,,,,,,
20251120,885972.TI,金属回收,,,,,,
20251120,881114.TI,金属新材料,,,,,,
20251120,885865.TI,金属钴,,,,,,
20251120,885971.TI,金属铅,,,,,,
20251120,885973.TI,金属铜,,,,,,
20251120,885970.TI,金属锌,,,,,,
20251120,885969.TI,金属镍,,,,,,
20251120,883431.TI,金融地产,,,,,,
20251120,399240.SZ,金融指数,,,,,,
