code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
001255,博菲电气,-9.997573404513462,1.873,12.933,基础化工-塑料制品-合成树脂,共同富裕示范区;有机硅概念;长三角一体化;光伏概念;水利;家用电器;高铁;风电;新能源汽车;超导概念;专精特新;比亚迪概念;核电;军工,14,-36046985.0,14.0254397,2635467000.0
