code,股票简称,最新涨跌幅,量比,换手率,所属同花顺行业,所属概念,所属概念数量,最新dde大单净额,资金面评分,a股市值(不含限售股)
000838,财信发展,-9.89304812834225,0.424,4.143,房地产-房地产-住宅开发,租售同权;污水处理;固废处理;西部大开发;股权转让(并购重组);融资融券,6,-25693859.0,4.335877180000001,3551190900.0
002519,银河电子,-9.92481203007519,0.636,17.708,国防军工-军工电子-军工电子Ⅲ,军民融合;军工信息化;商业航天;军工;核电;专精特新;安防;充电桩;智能电网;储能;创投;无人驾驶;智能家居;新能源汽车;锂电池概念;人工智能;机器人概念;长安汽车概念;比亚迪概念;宁德时代概念;新型工业化;深股通;融资融券,23,-128402206.0,14.15804412,6701524900.0
002682,龙洲股份,-9.962756052141529,0.052,2.199,交通运输-物流-物流Ⅲ,海峡两岸;商业航天;卫星导航;网约车;ETC;军工;垃圾分类;充电桩;农村电商;统一大市场;职业教育;航运概念;冷链物流;宁德时代概念;水利;燃料电池;机器人概念;新能源汽车;污水处理;智慧城市;储能;新疆振兴;一带一路;乡村振兴;人工智能;天然气;氢能源;车联网(车路协同);国企改革,29,-36218018.0,2.3203603599999996,5438023100.0
002300,太阳电缆,-9.969088098918077,1.228,23.427,电力设备-电网设备-线缆部件及其他,特高压;核电;海工装备;海峡两岸;风电;军工;充电桩;光伏概念;融资融券,9,-342305629.0,19.91611258,8414447900.0
002565,顺灏股份,-9.970326409495556,0.897,28.459,轻工制造-包装印刷-包装,商业航天;卫星导航;工业大麻;一带一路;生态农业;土壤修复;新型烟草(电子烟);回购增持再贷款概念;东数西算(算力);跨境电商;融资融券,11,-234659850.0,16.935697,16079349000.0
605033,美邦股份,-9.980988593155883,0.697,2.611,基础化工-农化制品-农药,乡村振兴;西部大开发,2,-19631712.0,3.875800906666667,2560688000.0
603696,安记食品,-9.982332155477039,0.914,22.644,食品饮料-食品加工制造-调味发酵品,海峡两岸;2025中报预增;互联网金融;融资融券,4,-185678590.0,15.9985718,4793376000.0
600855,航天长峰,-9.986443741527326,0.871,14.522,国防军工-军工电子-军工电子Ⅲ,军工信息化;商业航天;军民融合;军工;无人机;ETC;安防;数据中心;车联网(车路协同);低空经济;信创;物联网;智慧城市;人工智能;储能;央企国企改革;医疗器械概念;国企改革;融资融券;沪股通,20,-152363935.0,14.906112033333335,9315383400.0
002792,通宇通讯,-9.997159897756317,1.674,44.271,通信-通信设备-通信网络设备及器件,6G概念;F5G概念;WiFi 6;卫星导航;商业航天;铜缆高速连接;共封装光学(CPO);毫米波雷达;消费电子概念;5G;汽车电子;华为概念;低空经济;无人驾驶;虚拟电厂;储能;中俄贸易概念;换电概念;一带一路;华为汽车;深股通;融资融券,22,-661365460.0,27.4123092,10565020000.0
002596,海南瑞泽,-10.000000000000002,0.699,11.285,建筑材料-建筑材料-水泥,海南自贸区;自由贸易港;特色小镇;旅游概念;水泥概念;装配式建筑;新型城镇化;PPP概念;垃圾分类;雄安新区;固废处理;水利;一带一路;融资融券,14,-63622062.0,10.543274573333333,5984861900.0
603322,超讯通信,-10.008554319931566,1.259,13.952,计算机-IT服务-IT服务Ⅲ,芯片概念;5G;东数西算(算力);智慧灯杆;Sora概念(文生视频);数据中心;算力租赁;物联网;充电桩;2025中报预增;华为概念;粤港澳大湾区;多模态AI;快手概念;智能物流;智慧城市;人工智能;DeepSeek概念;AIGC概念;移动支付;一带一路;数据要素;沪股通,23,-100167366.0,14.452180653333333,6631252400.0
600201,生物股份,-10.01177856301532,1.661,8.436,农林牧渔-养殖业-动物保健,动物疫苗;禽流感;合成生物;西部大开发;宠物经济;人工智能;沪股通;融资融券,8,-142173910.0,12.6199782,16987507000.0
600678,四川金顶,-10.013175230566532,0.33,11.093,建筑材料-建筑材料-水泥,商业航天;西部大开发;国企改革;氢能源;工业互联网;充电桩;无人驾驶;DeepSeek概念;新能源汽车;机器人概念;区块链;人形机器人,12,-193708738.0,12.094508093333332,4767203400.0
001360,南矿集团,-10.01341081805991,0.783,18.546,机械设备-专用设备-能源及重型设备,金属回收;黄金概念;固废处理;高端装备;一带一路;专精特新;雅下水电概念;机器视觉;融资融券,9,-10995718.0,12.17741436,1646254500.0
603709,中源家居,-10.02014098690835,1.007,13.287,轻工制造-家居用品-成品家居,工业互联网;人民币贬值受益;养老概念;跨境电商,4,12132595.5,11.3755,2235702700.0
000592,平潭发展,-10.02604166666666,1.218,29.425,农林牧渔-种植业与林业-林业,海峡两岸;福建自贸区;化肥;旅游概念;乡村振兴;民营医院;合成生物;深股通;融资融券,9,-1278716260.0,28.045,26466578000.0
000505,京粮控股,-10.03460207612457,0.937,13.574,农林牧渔-农产品加工-粮油加工,海南自贸区;粮食概念;国企改革;网红经济;京津冀一体化;一带一路;融资融券,7,-106306133.0,13.517955993333334,4932566600.0
002329,皇氏集团,-10.043668122270741,1.944,27.468,食品饮料-饮料制造-乳品,乳业;啤酒概念;冷链物流;三胎概念;跨境电商;乡村振兴;文化传媒概念;生态农业;数字经济;智慧城市;一带一路;绿色电力;西部大开发;光伏概念;融资融券,15,-57380275.0,16.0076055,2679602400.0
002471,中超控股,-10.048622366288495,1.646,28.017,电力设备-电网设备-线缆部件及其他,柔性直流输电;核电;航空发动机;海工装备;商业航天;智能电网;风电;军工;充电桩;军民融合;高端装备;光伏概念;数据中心;东数西算(算力);低空经济;水利;机器人概念;无人机;石墨烯;创投;融资融券,21,-65723579.0,15.42947158,7411857200.0
