code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
688719,爱科赛博,49.37,20.004861449,涨停,0.969,偏低,-95.741,亏损,可控核聚变;华为概念;数据中心;燃料电池;智能电网;比亚迪概念;新能源汽车;储能;西部大开发;融资融券,电力设备-其他电源设备-其他电源设备Ⅲ,首板涨停,1,9,4,True,4429589900.0,小盘,63079416.0,13.181,活跃,17.987, 11:23:39, 11:23:39,可控核聚变+AI服务器测试电源+电力设备,1506371,74369536.27,12.73753865664578,较强,0,极好,12.43007,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
301183,东田微,164.14,20.002924404,涨停,0.736,极低,123.059,严重高估,共封装光学(CPO);F5G概念;华为手机;6G概念;汽车电子;消费电子概念;小米概念;无人驾驶;华为概念;虚拟现实;专精特新;融资融券,电子-光学光电子-光学元件,首板涨停,1,11,4,True,9623031800.0,小盘,205691968.0,18.015,活跃,17.503, 10:05:18, 10:05:18,光隔离器+光通信+三季报增长,802394,131704951.16,7.597256067222206,一般,0,极好,12.977447579419536,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
301486,致尚科技,110.22,20,涨停,6.166,异常活跃,65.173,过高,共封装光学(CPO);光纤概念;富士康概念;5G;芯片概念;数据中心;东数西算(算力);消费电子概念;MR(混合现实);抖音概念(字节概念);阿里巴巴概念;虚拟现实;华为概念;华为昇腾;比亚迪概念;新型工业化;粤港澳大湾区;高端装备;股权转让(并购重组);深股通;融资融券,电子-消费电子-消费电子零部件及组装,2天2板,2,19,5,True,7985852900.0,小盘,51949580.0,36.359,异常,18.149, 14:21:54, 14:21:54,拟并购恒扬数据+CPO+MPO+消费电子,1005793,110858504.46,3.8179849371891934,较弱,0,极好,16.65,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
300290,荣科科技,31.5,20,涨停,2.88,活跃,-476.922,亏损,DRG/DIP;在线教育;华为欧拉;独角兽概念;鸿蒙概念;数字孪生;智慧政务;华为鲲鹏;云计算;数字经济;多模态AI;信创;网络安全;智慧城市;人工智能;虚拟现实;DeepSeek概念;华为概念;智能医疗;光伏概念;国企改革;数据中心;机器人概念;专精特新;深股通;融资融券,计算机-IT服务-IT服务Ⅲ,首板涨停,1,24,7,True,20145587000.0,中盘,243236466.0,8.798,温和,17.143, 10:31:54, 10:31:54,机器人+华为概念+智慧医疗+河南国资,2501488,78796872.0,4.445898198022517,较弱,0,极好,15.320261455028948,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
688800,瑞可达,86.77,19.997234131,涨停,3.711,活跃,57.446,偏高,铜缆高速连接;毫米波雷达;5G;数据中心;卫星导航;人形机器人;特斯拉概念;比亚迪概念;机器人概念;新能源汽车;充电桩;高压快充;专精特新;储能;飞行汽车(eVTOL);军工;低空经济;光伏概念;换电概念;2025中报预增;医疗器械概念;军民融合;沪股通;融资融券,电子-其他电子-其他电子Ⅲ,首板涨停,1,22,8,True,17846362000.0,中盘,19292910.0,12.306,活跃,18.836, 10:22:02, 10:46:05,商业卫星+人形机器人+连接器+业绩高增,1248782,108356814.14,4.9338714206988845,较弱,1,良好,15.657319999999999,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
300337,银邦股份,13.57,19.982316534,涨停,1.62,正常,130.818,严重高估,军工;航空发动机;大飞机;核污染防治;海工装备;专精特新;3D打印;国产航母;高铁;华为概念;比亚迪概念;新能源汽车;华为手机;牙科医疗;宁德时代概念;消费电子概念;医疗器械概念;小米概念;富士康概念;特斯拉概念;汽车热管理;深股通;商业航天;融资融券,有色金属-工业金属-铝,首板涨停,1,22,7,True,9653536300.0,小盘,365054840.0,15.344,活跃,14.677, 09:47:06, 09:47:45,商业航天+参股飞而康+铝热传输,9226357,125201664.49,8.452448220657638,一般,1,良好,16.282808029983297,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
300427,红相股份,12.67,19.981060606,涨停,1.04,偏低,77.575,过高,军民融合;福建自贸区;军工;海峡两岸;商业航天;区块链;电力物联网;特高压;智能电网;充电桩;风电;专精特新;绿色电力;毫米波雷达;芯片概念,电力设备-电网设备-电气自控设备,2天2板,2,15,6,True,6373071900.0,小盘,158585437.0,24.309,激烈,10.701, 09:34:30, 09:37:48,商业航天+海峡两岸+三季报扭亏+电力检测,9003394,114073001.98,7.363348232167962,一般,2,良好,13.645313716066024,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
002589,瑞康医药,4.69,10.093896714,涨停,4.037,活跃,436.103,严重高估,医药电商;统一大市场;冷链物流;创新药;养老概念;医疗器械概念;牙科医疗;回购增持再贷款概念;智能医疗;人工智能;区块链;华为概念;融资融券,医药生物-医药商业-医药流通,4天4板,4,12,2,True,6404624400.0,小盘,-252950380.0,40.35,异常,15.024, 09:25:00, 14:53:18,医药流通+中医药+创新药+回购,1596591,7488011.79,0.2897527559878218,极弱,24,极差,13.8,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
002578,闽发铝业,5.46,10.080645161,涨停,1.879,正常,-473.745,亏损,海峡两岸;国企改革;宁德时代概念;光伏概念;新能源汽车;5G,有色金属-工业金属-铝,2天2板,2,6,4,True,4701947600.0,小盘,-106170871.0,29.628,激烈,12.5, 14:40:24, 14:40:24,铝型材+海峡两岸+国企改革+新能源,11674900,63744954.0,4.5758540831313015,较弱,0,极好,15.070310000000001,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
002492,恒基达鑫,8.43,10.052219321,涨停,3.954,活跃,48.492,偏高,创投;横琴新区;统一大市场;粤港澳大湾区,交通运输-物流-物流Ⅲ,首板涨停,1,4,0,False,3353746700.0,小盘,30702435.0,7.394,温和,10.574, 13:09:27, 13:59:45,横琴新区+创投+石化仓储,2490704,20996634.72,8.46727622436033,一般,1,良好,8.84843,E,78.0,8.0,74.45023691781945,"海峡两岸, 华为概念, 国企改革, 军工, 新能源汽车",20251208,False
