code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,首次涨停时间,最终涨停时间,最终涨停时间,涨停封单量,涨停封单额,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
002702,海欣食品,8.76,10.050251256,涨停,2.269391,活跃,-107.0672,亏损,人造肉;预制菜;海峡两岸;福建自贸区,食品饮料-食品加工制造-预加工食品,5天5板,4,2,True,4018595300.0,小盘,-150132496.0,40.070745,异常,20.06079, 09:30:24, 10:49:24, 10:05:27, 10:49:24,9129564,79974980.64,1,良好,13.3,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
600981,苏豪汇鸿,3.73,10.029498525,涨停,2.802736,活跃,99.8385,过高,物业管理;乡村振兴;垃圾分类;统一大市场;中俄贸易概念;冷链物流;预制菜;跨境电商;三胎概念;国企改革;创投;参股券商;一带一路;绿色电力;海工装备;参股保险;医疗器械概念;蚂蚁集团概念;期货概念;沪股通,商贸零售-贸易-贸易Ⅲ,3天3板,19,4,True,8364275800.0,小盘,9029452.0,2.811759,低迷,10.714285, 09:30:36, 09:34:46, 09:36:57, 09:48:50,17500911,65278398.03,1,良好,12.925853829128002,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
000547,航天发展,16.35,10.0269179,涨停,0.804834,偏低,-33.1334,亏损,军工信息化;军民融合;海峡两岸;福建自贸区;商业航天;华为鲲鹏;智慧政务;华为欧拉;网络安全;卫星导航;军工;数据安全;信创;安防;多模态AI;无人机;数字经济;元宇宙;低空经济;人工智能;MR(混合现实);虚拟现实;乡村振兴;东数西算(算力);DeepSeek概念;海工装备;华为概念;央企国企改革;5G;国企改革;芯片概念;风电;深股通;融资融券,国防军工-军工电子-军工电子Ⅲ,13天9板,32,13,True,25969534000.0,中盘,318386980.0,25.755211,激烈,13.436482, 09:34:39, 14:08:45, 09:53:06, 14:08:45,25325306,414068753.1,2,良好,14.282849428041066,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
000592,平潭发展,12.51,10.026385224,涨停,1.086953,偏低,497.7821,严重高估,海峡两岸;福建自贸区;化肥;旅游概念;乡村振兴;民营医院;合成生物;深股通;融资融券,农林牧渔-种植业与林业-林业,3天2板,7,3,True,23957807000.0,中盘,757980340.0,30.956612,异常,12.307692, 09:49:03, 14:28:50, 09:49:03, 14:52:20,30952543,387216312.93,0,极好,13.938614767090094,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
002792,通宇通讯,28.78,10.01529052,涨停,0.162147,极低,370.4187,严重高估,6G概念;铜缆高速连接;F5G概念;卫星导航;商业航天;WiFi 6;共封装光学(CPO);5G;毫米波雷达;消费电子概念;汽车电子;华为概念;低空经济;虚拟电厂;无人驾驶;换电概念;储能;一带一路;中俄贸易概念;华为汽车;深股通;融资融券,通信-通信设备-通信网络设备及器件,4天4板,20,10,True,9595367300.0,小盘,53446961.46,2.195181,低迷,0.0, 09:25:00, 09:30:00, 09:25:00, 09:30:00,23575093,678491176.54,0,极好,8.319301870868864,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
002632,道明光学,15.05,10.014619883,涨停,0.54305,极低,32.4579,偏高,石墨烯;固态电池;锂电池概念;消费电子概念;AI手机;新能源汽车;光伏概念;安防;液冷服务器;中俄贸易概念;华为概念;虚拟现实;共同富裕示范区;元宇宙;深股通,基础化工-塑料制品-膜材料,4天4板,14,4,True,8757384500.0,小盘,57654639.0,1.852435,低迷,0.0, 09:25:00, 09:30:00, 09:25:00, 09:30:00,36420967,548135553.35,0,极好,8.343850452618351,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
003018,金富科技,24.83,10.013291981,涨停,0.222792,极低,42.8248,偏高,,轻工制造-包装印刷-包装,7天7板,0,0,False,2432816700.0,微盘,1877370.0,2.802383,低迷,0.0, 09:30:12, 09:30:00, 09:30:12, 09:30:00,5467400,135755542.0,0,极好,2.11780626,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
002976,瑞玛精密,34.41,10.006393862,涨停,2.180894,活跃,122.9305,严重高估,长安汽车概念;车联网(车路协同);汽车电子;无人驾驶;比亚迪概念;新能源汽车;飞行汽车(eVTOL);智能座舱;一带一路;特斯拉概念;5G;2025中报预增;富士康概念;锂电池概念,汽车-汽车零部件-其他汽车零部件,3天3板,14,6,True,2244091200.0,微盘,53748219.0,7.421541,温和,10.212765, 09:49:03, 10:26:23, 09:51:09, 10:26:23,18877340,649569269.4,3,一般,13.454309391830582,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
603216,梦天家居,33.66,10,涨停,0.841535,偏低,85.017,过高,芯片概念;智能家居;工业互联网;参股银行,轻工制造-家居用品-定制家居,10天7板,4,1,True,7495745400.0,小盘,22822140.0,8.876711,温和,10.211132, 11:27:23, 10:05:21, 13:42:08, 14:35:50,708800,23858208.0,4,一般,7.027204333982195,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
603933,睿能科技,27.85,9.992101106,涨停,4.013094,活跃,87.9395,过高,海峡两岸;智能家居;福建自贸区;物联网;消费电子概念;新型工业化;数字经济;汽车电子;存储芯片;机器人概念;无人机;工业母机;工业互联网;MCU芯片;人形机器人;芯片概念;新能源汽车,电子-其他电子-其他电子Ⅲ,4天4板,17,7,True,5780116400.0,小盘,-124362793.0,16.813941,活跃,13.664596, 09:38:43, 13:00:26, 13:12:16, 13:13:43,1096516,30537970.6,1,良好,15.58627882,E,81.0,6.0,81.72163681839768,"华为概念, 汽车电子, 海峡两岸, 商业航天, 一带一路",20251128,False
