code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
300056,中创环保,10.3,20.046620047,涨停,2.719,活跃,-63.717,亏损,算力租赁;福建自贸区;海峡两岸;东数西算(算力);PVDF概念;燃料电池;垃圾分类;PPP概念;污水处理;锂电池概念;固废处理;钙钛矿电池;金属回收;深股通;股权转让(并购重组),环保-环保设备-环保设备Ⅲ,首板涨停,1,14,4,True,3967047500.0,小盘,138644243.0,10.012,活跃,13.52, 09:32:42, 09:32:42,海峡两岸+福建自贸区+高温滤料,8518402,87739540.6,22.091353367898435,极强,0,极好,14.679560790158718,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
300081,恒信东方,6.53,20.036764706,涨停,3.455,活跃,-19.567,亏损,Web3.0;文化传媒概念;数字水印;数字乡村;智慧政务;在线教育;数据确权;IP经济(谷子经济);虚拟数字人;区块链;数字经济;AIGC概念;元宇宙;算力租赁;空间计算;海峡两岸;网络游戏;AI智能体;ChatGPT概念;京津冀一体化;人工智能;数据安全;东数西算(算力);华为概念;虚拟现实;MR(混合现实);三胎概念;量子科技;机器人概念;融资融券,通信-通信服务-通信应用增值服务,首板涨停,1,29,8,True,3948716100.0,小盘,216345237.0,23.368,激烈,20.588, 09:56:18, 10:19:57,两岸融合+智算中心+VR内容+机器人,7500200,48976306.0,5.307743990130973,一般,1,良好,17.085751601581517,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
300959,线上线下,138,20,涨停,1.845,正常,2372.271,严重高估,拼多多概念;小红书概念;快手概念;抖音概念(字节概念);腾讯概念;文化传媒概念;华为概念;阿里巴巴概念;股权转让(并购重组);融资融券,通信-通信服务-通信应用增值服务,首板涨停,1,9,4,True,7225020200.0,小盘,153426474.0,18.423,活跃,21.739, 11:17:27, 11:17:27,移动信息服务+数字营销+控制权变更,607700,83862600.0,6.300317918790488,一般,0,极好,15.04256942144842,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
688205,德科立,165.02,19.997091332,涨停,2.033,活跃,488.448,严重高估,F5G概念;共封装光学(CPO);5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,通信-通信设备-通信网络设备及器件,首板涨停,1,7,3,True,26120245000.0,中盘,289074150.0,19.94,活跃,18.121, 10:11:19, 14:25:04,OCS+光模块+泰国产能,158007,26074315.14,0.5006342564915762,极弱,85,极差,14.0488,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
301517,陕西华达,62.77,19.996176639,涨停,2.21,活跃,-497.692,亏损,商业航天;太赫兹;卫星导航;军民融合;军工信息化;军工;无人机;毫米波雷达;6G概念;量子科技;消费电子概念;华为概念;华为海思概念股;5G;铜缆高速连接;西部大开发;国企改革;共封装光学(CPO);光纤概念;深股通;融资融券,国防军工-军工电子-军工电子Ⅲ,首板涨停,1,19,5,True,6161319900.0,小盘,196883770.0,29.569,激烈,16.708, 09:34:42, 14:41:33,商业航天+收购华经微+量子科技+陕西国资,274343,17220510.11,0.9452295200557773,极弱,3,一般,16.149291342757955,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
002445,中南文化,2.82,10.15625,涨停,6.973,异常活跃,61.131,过高,光伏建筑一体化;文化传媒概念;绿色电力;国企改革;独角兽概念;海工装备;手机游戏;虚拟现实;深股通;融资融券,机械设备-通用设备-金属制品,首板涨停,1,8,2,True,6673194300.0,小盘,149880219.0,9.663,温和,10.938, 10:13:15, 10:24:00,文化传媒+机械制造+光伏屋顶+国企,16330900,46053138.0,7.141811013605034,一般,1,良好,12.454948750691464,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
603023,威帝股份,5.45,10.101010101,涨停,4.18,活跃,3232.084,严重高估,黑龙江自贸区;国企改革;新能源汽车;车联网(车路协同);无人驾驶;传感器;EDR概念;汽车电子;摘帽,汽车-汽车零部件-汽车电子电气系统,2天2板,2,9,2,True,3041739900.0,小盘,-95794167.0,18.203,活跃,8.485, 09:30:34, 10:14:07,重大资产重组+乘用车拓展+黑龙江自贸区+国企改革,5265558,28697291.1,5.182833396788836,一般,3,一般,13.124685000000001,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
603601,再升科技,6.33,10.086956522,涨停,3.13,活跃,60.189,过高,商业航天;大飞机;芯片概念;PM2.5;核电;家用电器;西部大开发;建筑节能;新能源汽车;核污染防治;特斯拉概念;中芯国际概念;宁德时代概念;融资融券,建筑材料-建筑材料-玻璃玻纤,2天2板,2,13,4,True,6520806400.0,小盘,61394557.4,10.882,活跃,3.826, 09:30:50, 09:30:50,商业航天+核电+无尘空调+玻璃微纤维,13486751,85371133.83,12.031047437314605,较强,0,极好,13.822289999999999,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
605299,舒华体育,15.68,10.035087719,涨停,1.058,偏低,135.354,严重高估,体育产业;足球概念;冰雪产业;海峡两岸;跨境电商;养老概念;人工智能;DeepSeek概念;鸿蒙概念;华为概念,轻工制造-家居用品-文娱用品,4天4板,4,10,4,True,6416671900.0,小盘,-8767203.0,7.335,温和,14.597, 09:34:59, 09:34:59,海峡两岸+体育产业+冰雪产业,3410900,53482912.0,11.362867505513616,较强,0,极好,11.7442,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
002682,龙洲股份,9.54,10.034602076,涨停,1.735,正常,-42.074,亏损,海峡两岸;网约车;农村电商;垃圾分类;污水处理;统一大市场;航运概念;冷链物流;ETC;职业教育;天然气;乡村振兴;新疆振兴;水利;智慧城市;充电桩;一带一路;国企改革;人工智能;燃料电池;储能;宁德时代概念;氢能源;机器人概念;新能源汽车;军工;车联网(车路协同);卫星导航;商业航天,交通运输-物流-物流Ⅲ,5天5板,5,29,7,True,5364916300.0,小盘,14522884.0,18.152,活跃,2.768, 09:30:24, 09:30:24,海峡两岸+土地收储+卫星导航+国企,32518905,310230353.7,31.856869866035492,极强,0,极好,15.81852556889047,E,54.0,12.0,48.75209690633346,"海峡两岸, 国企改革, 华为概念, 新能源汽车, 福建自贸区",20251209,False
