code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
301256,华融化学,14.64,6.550218341,,3.475,活跃,99.243,过高,光刻胶;化肥;净水概念;消毒剂;西部大开发;污水处理;芯片概念;专精特新;光伏概念;融资融券,基础化工-化学原料-无机盐,,,9,4,True,7027200000.0,小盘,-27475666.0,16.071,活跃,12.082,,,,,,,,,,13.97142,D,49.0,20.0,43.659834035527375,"国企改革, 新能源汽车, 华为概念, 西部大开发, 芯片概念",20251120,True
300444,双杰电气,10.77,0.279329609,,1.209,正常,51.575,偏高,柔性直流输电;智能电网;虚拟电厂;光伏建筑一体化;电力物联网;换电概念;充电桩;高压快充;华为数字能源;钒电池;绿色电力;光伏概念;风电;储能;碳中和;新疆振兴;一带一路;数字孪生;海工装备;长安汽车概念;数字经济;新能源汽车;工业互联网;高端装备;人工智能;数据中心;比亚迪概念;锂电池概念;机器人概念;华为概念;东数西算(算力);固态电池;股权转让(并购重组);深股通,电力设备-电网设备-输变电设备,,,33,7,True,6692980900.0,小盘,-9262000.0,27.643,激烈,12.011,,,,,,,,,,14.023109999999999,D,49.0,20.0,43.659834035527375,"国企改革, 新能源汽车, 华为概念, 西部大开发, 芯片概念",20251120,True
