code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
920270,天铭科技,19.76,30.000000000000018,涨停,11.59,异常活跃,44.292,偏高,高股息精选;人民币贬值受益;特斯拉概念;军工;机器人概念;专精特新;融资融券,汽车-汽车零部件-车身附件及饰件,首板涨停,1,5,4,True,1603095500.0,微盘,,11.523,活跃,28.026, 10:22:11, 10:22:11,机器人驱动关节+越野改装+外销占比高,1540781,30445832.56,16.481712219423418,较强,0,极好,13.98506,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
300840,酷特智能,19.56,19.999999999999986,涨停,5.907,异常活跃,85.342,过高,AIGC概念;华为盘古;AI智能体;鸿蒙概念;DeepSeek概念;人工智能;网红经济;华为概念;C2M概念;数据中心;三胎概念;工业互联网;新型工业化;深股通,纺织服饰-服装家纺-服装,首板涨停,1,13,4,True,3463785200.0,小盘,263854403.0,23.861,激烈,12.086, 10:34:27, 10:34:27,AI Agent+华为合作+C2M,2959299,57883888.44,7.003510063020016,一般,0,极好,15.962397203570877,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
688160,步科股份,145.99,19.998356074305452,涨停,2.373,活跃,223.349,严重高估,减速器;人形机器人;新型工业化;机器人概念;工业互联网;物联网;数字经济;沪股通;融资融券,机械设备-自动化设备-工控设备,2天2板,2,7,4,True,12263160000.0,中盘,-6627263.0,7.158,温和,22.999, 13:19:50, 13:19:50,人形机器人+无框力矩电机+三季报增长+出海布局,703895,102761631.05,11.706282155501244,较强,0,极好,13.424760000000001,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
300885,海昌新材,30.98,19.984508133230054,涨停,2.235,活跃,135.326,严重高估,商业航天;卫星导航;人形机器人;低空经济;机器人概念;新能源汽车;充电桩;一带一路;人民币贬值受益;专精特新;消费电子概念;深股通;融资融券,机械设备-通用设备-金属制品,首板涨停,1,11,7,True,5174210700.0,小盘,157637699.0,26.439,激烈,23.122, 14:31:18, 14:31:18,人形机器人+商业航天+收购信为通讯+粉末冶金,2971312,92051245.76,6.728899850265428,一般,0,极好,15.587138937683015,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
300291,百纳千成,7.76,19.938176197836167,涨停,4.752,活跃,-81.166,亏损,短剧游戏;网络游戏;旅游概念;文化传媒概念;快手概念;IP经济(谷子经济);网红经济;虚拟数字人;腾讯概念;百度概念;人工智能;华为概念;深股通,传媒-影视院线-影视院线Ⅲ,3天2板,1,12,2,True,7222687100.0,小盘,268383155.0,21.183,激烈,20.711, 09:57:45, 15:00:00,拟收购众联世纪+短剧游戏+IP全产业链+复牌,447945,3476053.2,0.22720004706864538,极弱,2,良好,14.168508033455378,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
000981,山子高科,4.03,10.109289617486342,涨停,0.926,偏低,69.181,过高,汽车拆解概念;汽车电子;无人驾驶;华为汽车;比亚迪概念;先进封装;新能源汽车;高端装备;物联网;减速器;芯片概念;智能物流;阿里巴巴概念;西部大开发;深股通;融资融券,汽车-汽车零部件-底盘与发动机系统,首板涨停,1,14,3,True,38338825000.0,大盘,1584145420.0,12.103,活跃,12.842, 10:01:06, 10:01:06,哪吒重组+整车项目+扭亏,157731530,635658065.9,13.69867331116659,较强,0,极好,13.592682772060044,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
000665,湖北广电,6.01,10.073260073260071,涨停,4.756,活跃,-13.219,亏损,物业管理;数字乡村;算力租赁;文化传媒概念;短剧游戏;智慧城市;在线教育;国资云;智慧政务;元宇宙;数据确权;数据要素;腾讯概念;人工智能;AI智能体;虚拟现实;云计算;华为概念;国企改革;数据中心;5G;深股通;融资融券,传媒-文化传媒-电视广播,首板涨停,1,21,4,True,6834089900.0,小盘,201507584.0,6.708,温和,0.733, 09:25:00, 09:40:00,AI智能体+数据中心+退出湖北文投股权+湖北国资,11371000,68339710.0,14.906602355861931,较强,1,良好,13.019424977158689,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
600376,首开股份,6.89,10.063897763578273,涨停,1.485,正常,-4.294,亏损,体育产业;租售同权;京津冀一体化;雄安新区;养老概念;物业管理;冰雪产业;国企改革;融资融券;证金持股;沪股通,房地产-房地产-住宅开发,首板涨停,1,8,1,True,17773205000.0,中盘,387151602.0,14.213,活跃,15.495, 14:08:32, 14:29:32,间接持股宇树科技+房地产+城市更新+北京国资,9584668,66038362.52,2.6143152555322424,较弱,4,一般,10.831898072131596,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
603359,东珠生态,9.97,10.044150110375277,涨停,2.358,活跃,-110.301,亏损,卫星导航;商业航天;水利;土壤修复;新型城镇化;PPP概念;乡村振兴;雄安新区;一带一路;新疆振兴;生态农业;碳中和;农业种植;碳交易;股权转让(并购重组),环保-环境治理-综合环境治理,首板涨停,1,15,4,True,4447577100.0,小盘,142448748.0,13.513,活跃,12.914, 11:00:52, 11:04:49,拟收购凯睿星通+商业航天+生态修复,6220012,62013519.64,10.31867849901607,较强,1,良好,15.222859999999999,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
600192,长城电工,10.52,10.041841004184091,涨停,2.217,活跃,-21.982,亏损,核电;智能电网;商业航天;风电;军工;充电桩;光伏概念;西部大开发;燃料电池;国企改革;融资融券,电力设备-电网设备-输变电设备,首板涨停,1,10,4,True,4647189000.0,小盘,179266029.2,8.336,温和,11.716, 09:47:05, 10:27:14,商业航天+输配电设备+国企改革,4957540,52153320.8,13.462930909773672,较强,1,良好,13.602964708520096,E,65.0,18.0,52.537187415233724,"机器人概念, 新能源汽车, 人形机器人, 商业航天, 国企改革",20251230,False
