code,股票简称,最新价,最新涨跌幅,涨停,量比,量比强度,市盈率(pe),PE风险等级,所属概念,所属同花顺行业,几天几板,连续涨停天数,所属概念数量,热门概念数量,是否主流热点,a股市值(不含限售股),市值分组,最新dde大单净额,换手率,换手强度,振幅,首次涨停时间,最终涨停时间,涨停原因类别,涨停封单量,涨停封单额,涨停封单量占成交量比,封单强度,涨停开板次数,封板质量,综合评分,评分等级,市场涨停家数,市场跌停家数,市场情绪分数,当日热门概念,涨停日期,持仓
920576,天力复合,60.84,30,涨停,1.941179,正常,221.2524,严重高估,可控核聚变;商业航天;核电;西部大开发;海工装备;融资融券;国企改革;卫星导航;专精特新,有色金属-金属新材料-其他金属新材料,2天2板,2,8,7,True,6517646469.36,小盘,,14.386027,活跃,24.658119, 10:14:17, 13:40:53,商业航天+可控核聚变+专精特新+山西国资,625975,38084319.0,4.06176227567438,较弱,3,一般,14.382578689999999,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
300062,中能电气,10.78,20.04454343,涨停,0.959061,偏低,978.1075,严重高估,海峡两岸;福建自贸区;智能电网;高压快充;充电桩;锂电池概念;光伏概念;绿色电力;储能;宁德时代概念;高铁;一带一路;新能源汽车;机器人概念,电力设备-电网设备-输变电设备,首板涨停,1,14,6,True,4818677258.78,小盘,390788751.0,27.675593,激烈,19.821826, 09:50:06, 09:50:06,重大资产重组+高压设备+福建区域+智能电网,9514781,102569339.17999999,7.691176451806221,一般,0,极好,14.283060481069779,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
300285,国瓷材料,28,20.017145306,涨停,5.124334,异常活跃,42.7786,偏高,固态电池;宁德时代概念;锂电池概念;3D打印;比亚迪概念;芯片概念;商业航天;新能源汽车;氢能源;卫星导航;5G;牙科医疗;深股通;融资融券,电子-电子化学品-电子化学品Ⅲ,首板涨停,1,12,4,True,23557655716.0,中盘,223157840.0,13.754898,活跃,14.31633, 13:56:50, 13:56:50,商业航天+固态电池+回购+新材料,4868355,136313940.0,4.206789844381556,较弱,0,极好,15.385389013204552,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
300963,中洲特材,23.39,20.010261673,涨停,3.855253,活跃,149.4433,严重高估,可控核聚变;核电;超超临界发电;军工;3D打印;芯片概念;中俄贸易概念;光伏概念;储能;新能源汽车;融资融券,有色金属-金属新材料-其他金属新材料,首板涨停,1,10,7,True,6769362585.2,小盘,541527147.0,28.238867,激烈,23.242688, 13:05:19, 13:05:19,核电+高温合金+燃气轮机+二期投产,5571119,130308473.41,6.816753668659059,一般,0,极好,16.812735697632437,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
300445,康斯特,25.61,20.009372071,涨停,5.354965,异常活跃,43.2575,偏高,传感器;特斯拉概念;芯片概念;物联网,机械设备-通用设备-仪器仪表,首板涨停,1,4,1,True,3638278068.23,小盘,97805424.0,18.176237,活跃,19.212746, 14:28:10, 14:28:10,客户太空探索+传感器+北美客户,4344082,111251940.02,16.82316549534748,较强,0,极好,12.282677412179023,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
688368,晶丰明源,116.02,20.00413736,涨停,8.059483,异常活跃,330.0517,严重高估,MCU芯片;汽车芯片;英伟达概念;芯片概念;小米概念;无线充电;专精特新;沪股通;融资融券,电子-半导体-模拟芯片设计,首板涨停,1,7,2,True,10266665605.62,中盘,37270217.0,6.563056,温和,19.993793, 13:06:49, 13:27:05,电源芯片+并购重启+无线充电+车规芯片,241198,27983791.96,4.153086946939225,较弱,1,良好,11.64387232,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
301005,超捷股份,96.78,20,涨停,1.238,正常,342.819,严重高估,PEEK材料;商业航天;卫星导航;航空发动机;大飞机;无人机;军工;人形机器人;小米汽车;飞行汽车(eVTOL);汽车热管理;华为汽车;特斯拉概念;低空经济;比亚迪概念;新能源汽车;机器人概念;换电概念;家用电器;小米概念;专精特新;智能物流;氢能源;创投;融资融券,汽车-汽车零部件-其他汽车零部件,首板涨停,1,24,6,True,12810941449.08,中盘,337186200.0,25.353905,激烈,15.970241, 10:01:01, 14:52:15,商业航天+火箭结构件+客户订单+人形机器人,605860,58635130.8,1.805227657544148,较弱,3,一般,14.715898610510907,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
301468,博盈特焊,57.62,19.991670137,涨停,0.810062,偏低,135.1152,严重高估,海工装备;核电;垃圾分类;回购增持再贷款概念;人民币贬值受益;融资融券,机械设备-专用设备-其他专用设备,首板涨停,1,5,2,True,4321650157.72,小盘,138953094.0,16.875528,活跃,13.785922, 09:35:33, 09:35:33,核电+HRSG+堆焊龙头+越南扩产,1323745,76274186.89999999,10.458528922059944,较强,0,极好,10.860150059999999,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
301079,邵阳液压,30.86,19.9844479,涨停,4.411102,活跃,1023.71,严重高估,海工装备;水利;军工;一带一路;核电;商业航天;机器人概念;抽水蓄能;专精特新;比亚迪概念;锂电池概念;股权转让(并购重组);融资融券,机械设备-工程机械-工程机械Ⅲ,首板涨停,1,12,8,True,2145547641.14,微盘,185085431.0,36.83419,异常,22.161741, 14:06:32, 14:06:32,拟收购重庆新承航锐+商业航天+核电+液压龙头,4502219,138938478.34,17.580582078737496,较强,0,极好,16.428058563300283,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
300265,通光线缆,14.41,19.983347211,涨停,6.312439,异常活跃,157.2696,严重高估,特高压;柔性直流输电;智能电网;成飞概念;海工装备;军工;风电;军民融合;商业航天;大飞机;机器人概念;5G;光纤概念,电力设备-电网设备-线缆部件及其他,2天2板,2,13,6,True,6733817641.1,小盘,26074070.0,36.87196,异常,19.067443, 13:22:01, 13:39:53,商业航天+电网设备+特高压中标+特种线缆,3230328,46549026.480000004,1.874791697259522,较弱,2,良好,15.649999999999999,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
002256,兆新股份,3.91,10.14084507,涨停,2.000225,活跃,1191.4214,严重高估,染料;化肥;光伏建筑一体化;碳中和;绿色电力;锂电池概念;储能;AI手机;融资融券,公用事业-电力-新能源发电,首板涨停,1,8,1,True,7628775768.77,小盘,149749267.0,7.736332,温和,2.816901, 09:30:02, 09:48:06,拟收购优得新能源70%股权+盐湖提锂+精细化工+光伏,25973562,101556627.42,17.207520076755817,较强,3,一般,9.227887411127904,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
601179,中国西电,9.08,10.060606061,涨停,2.216197,活跃,37.1939,偏高,柔性直流输电;特高压;可控核聚变;超级电容;智能电网;核电;光伏概念;风电;储能;中字头股票;高端装备;数据中心;西部大开发;央企国企改革;芯片概念;水利;国企改革;量子科技;东数西算(算力);同花顺中特估100;融资融券;沪股通,电力设备-电网设备-输变电设备,首板涨停,1,20,12,True,46543011756.16,大盘,620595142.0,4.89399,温和,9.939393, 11:12:42, 11:12:42,特高压中标+可控核聚变+央企,30305982,275178316.56,12.080826252788725,较强,0,极好,14.831837376346215,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
600868,梅雁吉祥,3.94,10.055865922,涨停,0.561263,极低,-181.8244,亏损,水泥概念;小金属概念;新型城镇化;绿色电力;氢能源;时空大数据;水利;回购增持再贷款概念;职业教育;粤港澳大湾区;储能;智慧城市;数据要素;融资融券;沪股通,公用事业-电力-水电,首板涨停,1,13,3,True,7478705795.26,小盘,265934478.0,8.137271,温和,8.100558, 09:36:03, 09:36:03,锑银矿+飞轮储能+水电+回购,30262239,119233221.66,19.592597229130632,较强,0,极好,10.764474929065532,E,82.0,25.0,59.8795617297326,"核电, 国企改革, 军工, 商业航天, 风电",20251212,False
