上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
-0.371,-0.3948,0.6059,19175.987,1308,4057,75,54,12
