上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
0.0404,-0.491,-0.6557,21576.567,1995,3330,128,87,24
