上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
1.1888,2.3991,3.3906,18343.346,3626,1633,185.0,57,25
