上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
0.9172,1.151,0.7722,31522.985,3920,1348,190.0,107,1
