上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
0.6917,1.4651,2.2337,18821.686,2984,2263,195,104,7
