上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,A股总成交额,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数
0.2866,-0.2529,-0.4401,17231.719,2790,2447,197,63,14
