上证指数涨跌幅,深证成指涨跌幅,创业板指涨跌幅,上涨家数,下跌家数,跌停家数,涨停家数,A股总成交额,平盘家数
-0.4625,-0.1061,-0.2026,2584,2726,10,100,19303.217,127
